node_id,name,in_degree,out_degree,betweenness_centrality,clustering_coefficient,source_center,src_delay_minutes,src_sla_breaches,src_trips,destination_center,dest_delay_minutes,dest_sla_breaches,dest_trips,total_delay_minutes,total_sla_breaches,total_trips_handled,betweenness_rank,delay_rank,composite_rank
IND620020AAA,Tiruchi (Tamil Nadu),0,1,0.0,0.0,IND620020AAA,272.0,24.0,24.0,0,0.0,0.0,0.0,272.0,24.0,24.0,1290.0,1152.5,1221.25
IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),8,2,0.0008266847168743551,0.1388888888888889,IND201301AAF,881.0,25.0,25.0,IND201301AAF,4141.0,65.0,68.0,5022.0,90.0,93.0,383.0,99.0,241.0
IND201304AAA,Noida_Sec-83_DC (Uttar Pradesh),2,1,0.0,1.0,IND201304AAA,293.0,14.0,14.0,IND201304AAA,371.0,13.0,13.0,664.0,27.0,27.0,1290.0,709.5,999.75
IND122001AAD,Gurgaon_Kadipur (Haryana),1,1,0.0004101719472506987,0.0,IND122001AAD,196.0,6.0,8.0,IND122001AAD,81.0,3.0,3.0,277.0,9.0,11.0,582.5,1146.5,864.5
IND201307AAA,Noida_Chukhndi_D (Uttar Pradesh),1,1,0.0,0.0,IND201307AAA,234.0,9.0,20.0,IND201307AAA,29.0,2.0,5.0,263.0,11.0,25.0,1290.0,1166.5,1228.25
IND781354AAA,Rangia_HosptlRd_D (Assam),1,1,0.003262353110886717,0.0,IND781354AAA,64.0,2.0,2.0,IND781354AAA,333.0,8.0,8.0,397.0,10.0,10.0,119.0,992.5,555.75
IND783301AAA,Dhubri_Tetultol_D (Assam),2,1,0.003641613549069247,0.0,IND783301AAA,389.0,11.0,11.0,IND783301AAA,819.0,10.0,10.0,1208.0,21.0,21.0,105.0,411.0,258.0
IND783348AAA,Bilasipara_Wardno5_D (Assam),1,1,0.0036364616308912187,0.0,IND783348AAA,410.0,10.0,10.0,IND783348AAA,389.0,11.0,11.0,799.0,21.0,21.0,107.0,616.0,361.5
IND783370AAB,Kokrajhar_HplrdDPP_D (Assam),0,1,0.0,0.0,IND783370AAB,106.0,2.0,2.0,0,0.0,0.0,0.0,106.0,2.0,2.0,1290.0,1389.0,1339.5
IND794101AAA,Tura_Sracmplx_D (Meghalaya),1,1,0.0036261577945351626,0.0,IND794101AAA,2024.0,9.0,9.0,IND794101AAA,76.0,1.0,1.0,2100.0,10.0,10.0,109.0,233.0,171.0
IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),4,4,0.010097363327536765,0.09523809523809523,IND305001AAC,2619.0,31.0,31.0,IND305001AAC,6634.0,47.0,47.0,9253.0,78.0,78.0,33.0,56.0,44.5
IND306401AAB,Pali_Nayagaon_I (Rajasthan),3,4,0.011079001891150277,0.2,IND306401AAB,7182.0,44.0,44.0,IND306401AAB,3814.0,25.0,25.0,10996.0,69.0,69.0,30.0,45.0,37.5
IND342005AAD,Jodhpur_Basni_I (Rajasthan),2,4,0.005277545721292323,0.2,IND342005AAD,1411.0,15.0,15.0,IND342005AAD,5866.0,25.0,25.0,7277.0,40.0,40.0,69.0,67.0,68.0
IND244221AAA,Amroha_SamitiRd_D (Uttar Pradesh),1,1,0.006770413088725544,0.0,IND244221AAA,1773.0,15.0,15.0,IND244221AAA,140.0,3.0,14.0,1913.0,18.0,29.0,54.0,255.0,154.5
IND244235AAA,Gajraula_JawaharN_D (Uttar Pradesh),1,1,0.006857995697752021,0.0,IND244235AAA,34.0,3.0,14.0,IND244235AAA,1348.0,15.0,15.0,1382.0,18.0,29.0,53.0,351.0,202.0
IND244901AAB,Rampur_RoshnBgh_I (Uttar Pradesh),9,6,0.012912292159731657,0.06666666666666667,IND244901AAB,1269.0,22.0,45.0,IND244901AAB,2785.0,26.0,43.0,4054.0,48.0,88.0,25.0,119.0,72.0
IND131021AAA,Sonipat_AmzonDev_V (Haryana),0,1,0.0,0.0,IND131021AAA,343.0,35.0,42.0,0,0.0,0.0,0.0,343.0,35.0,42.0,1290.0,1053.5,1171.75
IND411036AAA,Pune_Mundhawa_L (Maharashtra),1,1,0.0,0.0,IND411036AAA,951.0,21.0,21.0,IND411036AAA,753.0,24.0,24.0,1704.0,45.0,45.0,1290.0,280.0,785.0
IND411014AAA,PNQ Vadgaon Sheri DPC (Maharashtra),3,3,0.00162642093866364,0.0,IND411014AAA,1510.0,15.0,15.0,IND411014AAA,2001.0,32.0,34.0,3511.0,47.0,49.0,228.5,135.0,181.75
IND500010AAB,Hyderabad_Alwal_L (Telangana),1,1,0.0,0.0,IND500010AAB,1641.0,23.0,23.0,IND500010AAB,1580.0,22.0,22.0,3221.0,45.0,45.0,1290.0,150.0,720.0
IND284001AAA,Jhansi_LVMColge_D (Uttar Pradesh),0,1,0.0,0.0,IND284001AAA,282.0,5.0,5.0,0,0.0,0.0,0.0,282.0,5.0,5.0,1290.0,1139.0,1214.5
IND328001AAA,Dholpur_GtRoad_D (Rajasthan),3,3,0.0008359581695948059,0.5,IND328001AAA,330.0,7.0,8.0,IND328001AAA,852.0,6.0,7.0,1182.0,13.0,15.0,381.0,426.0,403.5
IND474003AAA,Gwalior_HrihrNgr_I (Madhya Pradesh),8,6,0.0076087886968500395,0.09090909090909091,IND474003AAA,3404.0,24.0,24.0,IND474003AAA,7461.0,28.0,29.0,10865.0,52.0,53.0,44.0,46.0,45.0
IND614715AAA,Thirthurpondi_Madaprum_D (Tamil Nadu),1,1,0.000409379344454079,1.0,IND614715AAA,226.0,12.0,12.0,IND614715AAA,215.0,12.0,12.0,441.0,24.0,24.0,618.5,936.0,777.25
IND614809AAA,Pushpavanam_Thmpulam_D (Tamil Nadu),1,1,0.0004042274262760509,1.0,IND614809AAA,689.0,12.0,12.0,IND614809AAA,226.0,12.0,12.0,915.0,24.0,24.0,708.5,550.0,629.25
IND834002AAB,Ranchi_Hub (Jharkhand),5,5,0.004660806388046404,0.17857142857142858,IND834002AAB,15023.0,52.0,52.0,IND834002AAB,17818.0,42.0,42.0,32841.0,94.0,94.0,80.0,18.0,49.0
IND473001AAA,Guna_HnumnDPP_D (Madhya Pradesh),1,1,3.963013983098538e-07,1.0,IND473001AAA,273.0,8.0,8.0,IND473001AAA,244.0,8.0,8.0,517.0,16.0,16.0,964.5,855.0,909.75
IND473226AAA,Guna_Raghogrh_D (Madhya Pradesh),1,2,0.0008104363595436515,0.3333333333333333,IND473226AAA,3041.0,15.0,15.0,IND473226AAA,5435.0,12.0,12.0,8476.0,27.0,27.0,487.0,58.0,272.5
IND473331AAA,Ashokngr_Bypassrd_D (Madhya Pradesh),1,1,0.00040541633047098063,1.0,IND473331AAA,5435.0,12.0,12.0,IND473331AAA,273.0,8.0,8.0,5708.0,20.0,20.0,659.0,87.0,373.0
IND425508AAB,Raver_Truptingr_D (Maharashtra),1,1,5.1519181780281e-06,0.0,IND425508AAB,354.0,10.0,10.0,IND425508AAB,209.0,5.0,5.0,563.0,15.0,15.0,852.0,808.5,830.25
IND121001AAA,Faridabad (Haryana),1,1,0.0,0.0,IND121001AAA,313.0,21.0,22.0,IND121001AAA,180.0,18.0,19.0,493.0,39.0,41.0,1290.0,878.5,1084.25
IND560058AAD,Bengaluru_Peenya_L (Karnataka),2,1,0.0,1.0,IND560058AAD,1311.0,24.0,27.0,IND560058AAD,1235.0,35.0,43.0,2546.0,59.0,70.0,1290.0,195.0,742.5
IND573201AAB,Hassan_Pandrnga_I (Karnataka),4,5,0.014037391829533341,0.14285714285714285,IND573201AAB,4580.0,33.0,33.0,IND573201AAB,2128.0,37.0,37.0,6708.0,70.0,70.0,23.0,72.0,47.5
IND000000AEL,Delhi_PunjabiB_L (Delhi),1,1,0.0,0.0,IND000000AEL,1069.0,15.0,15.0,IND000000AEL,1273.0,17.0,17.0,2342.0,32.0,32.0,1290.0,216.0,753.0
IND792121AAB,Jairampur_Mdiclcly_D (Arunachal Pradesh),1,1,0.0,0.0,IND792121AAB,3022.0,7.0,7.0,IND792121AAB,460.0,7.0,7.0,3482.0,14.0,14.0,1290.0,139.0,714.5
IND246424AAA,Chamoli_CGRoad_D (Uttarakhand),1,1,3.963013983098538e-07,1.0,IND246424AAA,1352.0,6.0,10.0,IND246424AAA,195.0,10.0,11.0,1547.0,16.0,21.0,964.5,316.5,640.5
IND246444AAB,Karnaprayag_Umalodge_D (Uttarakhand),1,1,3.963013983098538e-07,1.0,IND246444AAB,195.0,10.0,11.0,IND246444AAB,265.0,5.0,11.0,460.0,15.0,22.0,964.5,915.0,939.75
IND784168AAB,Gohpur_Central_D_1 (Assam),3,2,0.004246963934987549,0.3,IND784168AAB,485.0,8.0,8.0,IND784168AAB,753.0,3.0,3.0,1238.0,11.0,11.0,84.0,395.0,239.5
IND787057AAA,Dhemaji_WardNo3_D (Assam),1,1,0.0012174378956078709,0.0,IND787057AAA,316.0,10.0,10.0,IND787057AAA,671.0,8.0,8.0,987.0,18.0,18.0,327.5,510.0,418.75
IND787059AAB,Silapathar_Hejunagr_D (Assam),1,1,0.0016216653218839219,0.0,IND787059AAB,122.0,1.0,1.0,IND787059AAB,316.0,10.0,10.0,438.0,11.0,11.0,242.0,941.5,591.75
IND221303AAA,Gopiganj_Wardno13_D (Uttar Pradesh),1,1,3.963013983098538e-07,0.0,IND221303AAA,23.0,2.0,2.0,IND221303AAA,32.0,1.0,1.0,55.0,3.0,3.0,964.5,1490.0,1227.25
IND221010AAB,Varanasi_MahmurGj_IP (Uttar Pradesh),2,3,2.4570686695210938e-05,0.1,IND221010AAB,2084.0,5.0,5.0,IND221010AAB,245.0,2.0,2.0,2329.0,7.0,7.0,775.5,218.0,496.75
IND636705AAB,Dharmapuri_Central_D_2 (Tamil Nadu),2,2,0.0004046237276743608,0.3333333333333333,IND636705AAB,690.0,8.0,9.0,IND636705AAB,154.0,8.0,9.0,844.0,16.0,18.0,683.0,593.0,638.0
IND580028AAA,Hubli_Adargchi_IP (Karnataka),8,7,0.013595912071816174,0.07692307692307693,IND580028AAA,7786.0,57.0,58.0,IND580028AAA,4336.0,48.0,48.0,12122.0,105.0,106.0,24.0,39.0,31.5
IND591102AAA,Bailhongal_NamoNagr_D (Karnataka),1,1,0.00040541633047098046,0.0,IND591102AAA,577.0,12.0,12.0,IND591102AAA,19.0,1.0,1.0,596.0,13.0,13.0,664.5,762.5,713.5
IND591307AAC,Gokak_Bsavangr_D (Karnataka),1,2,0.0008100400581453412,0.3333333333333333,IND591307AAC,627.0,4.0,4.0,IND591307AAC,577.0,12.0,12.0,1204.0,16.0,16.0,491.0,414.0,452.5
IND582101AAB,Gadag_Cdosclrd_D (Karnataka),2,1,0.0012114933746332232,0.3333333333333333,IND582101AAB,1184.0,12.0,12.0,IND582101AAB,640.0,13.0,13.0,1824.0,25.0,25.0,354.5,263.5,309.0
IND582209AAA,Rona_GadagRD_D (Karnataka),1,1,0.0,1.0,IND582209AAA,426.0,11.0,11.0,IND582209AAA,689.0,12.0,12.0,1115.0,23.0,23.0,1290.0,451.0,870.5
IND587103AAB,Bagalkot_Sector4_D (Karnataka),1,2,0.0012217972109892794,0.3333333333333333,IND587103AAB,903.0,14.0,14.0,IND587103AAB,478.0,13.0,13.0,1381.0,27.0,27.0,317.0,352.5,334.75
IND591123AAC,Ramdurg_GndhiNGR_D (Karnataka),1,1,0.0012269491291673075,0.0,IND591123AAC,478.0,13.0,13.0,IND591123AAC,2119.0,12.0,13.0,2597.0,25.0,26.0,293.0,191.0,242.0
IND231208AAA,Duddhi_MChwkDPP_D (Uttar Pradesh),0,1,0.0,0.0,IND231208AAA,132.0,6.0,6.0,0,0.0,0.0,0.0,132.0,6.0,6.0,1290.0,1348.5,1319.25
IND231217AAA,Renukoot_Govind_D (Uttar Pradesh),1,1,1.981506991549269e-06,0.0,IND231217AAA,252.0,7.0,7.0,IND231217AAA,132.0,6.0,6.0,384.0,13.0,13.0,899.5,1006.0,952.75
IND231225AAB,Anpara_Parasi_D (Uttar Pradesh),1,1,3.1704111864788306e-06,0.0,IND231225AAB,121.0,7.0,7.0,IND231225AAB,252.0,7.0,7.0,373.0,14.0,14.0,880.0,1017.0,948.5
IND486886AAA,Singrauli_Waidhan_D (Madhya Pradesh),1,1,3.5667125847886842e-06,0.0,IND486886AAA,229.0,7.0,7.0,IND486886AAA,121.0,7.0,7.0,350.0,14.0,14.0,872.5,1043.5,958.0
IND486889AAA,Singrauli_Ward8DPP_D (Madhya Pradesh),1,2,3.1704111864788306e-06,0.3333333333333333,IND486889AAA,744.0,7.0,7.0,IND486889AAA,229.0,7.0,7.0,973.0,14.0,14.0,880.0,525.0,702.5
IND132103AAB,Panipat_PC (Haryana),1,1,0.0,1.0,IND132103AAB,625.0,5.0,5.0,IND132103AAB,494.0,2.0,2.0,1119.0,7.0,7.0,1290.0,449.0,869.5
IND821115AAB,Sasaram_Central_I_2 (Bihar),4,5,0.006483490876349208,0.09523809523809523,IND821115AAB,7590.0,23.0,23.0,IND821115AAB,14550.0,30.0,30.0,22140.0,53.0,53.0,57.0,22.0,39.5
IND754022AAA,Tangi_SriDPP_D (Orissa),1,1,0.000403831124877741,1.0,IND754022AAA,128.0,2.0,2.0,IND754022AAA,132.0,1.0,1.0,260.0,3.0,3.0,738.0,1170.0,954.0
IND577002AAA,Davangere_Central_I_1 (Karnataka),4,3,0.003242934342369534,0.26666666666666666,IND577002AAA,1410.0,24.0,24.0,IND577002AAA,957.0,23.0,23.0,2367.0,47.0,47.0,126.0,214.0,170.0
IND581115AAC,Ranebennur_SriRmNGR_D (Karnataka),1,1,0.0,1.0,IND581115AAC,267.0,13.0,13.0,IND581115AAC,596.0,12.0,12.0,863.0,25.0,25.0,1290.0,580.0,935.0
IND160102AAC,Chandigarh_Raiprvlg_L (Chandigarh),1,1,0.0,0.0,IND160102AAC,867.0,24.0,24.0,IND160102AAC,730.0,24.0,24.0,1597.0,48.0,48.0,1290.0,306.0,798.0
IND281121AAB,Vrindavan_MathuraRD_D (Uttar Pradesh),0,1,0.0,0.0,IND281121AAB,1178.0,9.0,9.0,0,0.0,0.0,0.0,1178.0,9.0,9.0,1290.0,428.0,859.0
IND132103AAA,Panipat (Haryana),2,2,0.0008183623875098481,1.0,IND132103AAA,439.0,7.0,7.0,IND132103AAA,493.0,3.0,3.0,932.0,10.0,10.0,419.5,542.5,481.0
IND312001AAA,Chittaurgarh_DC (Rajasthan),2,2,0.002437253599605601,0.16666666666666666,IND312001AAA,412.0,15.0,17.0,IND312001AAA,1209.0,16.0,16.0,1621.0,31.0,33.0,164.0,296.0,230.0
IND313324AAA,Rajsamand_kankroli_D (Rajasthan),1,1,0.0020147963090072964,1.0,IND313324AAA,620.0,14.0,14.0,IND313324AAA,284.0,5.0,5.0,904.0,19.0,19.0,200.0,557.5,378.75
IND413002AAA,Solapur_Central_I_2 (Maharashtra),5,4,0.003311401791933276,0.26666666666666666,IND413002AAA,7392.0,38.0,38.0,IND413002AAA,8607.0,39.0,39.0,15999.0,77.0,77.0,114.0,30.0,72.0
IND312605AAB,Pratapgarh_Nimachrd_D (Rajasthan),2,2,0.0020294594607447613,0.3333333333333333,IND312605AAB,1166.0,12.0,12.0,IND312605AAB,336.0,6.0,6.0,1502.0,18.0,18.0,191.5,324.5,258.0
IND110044AAB,Del_Okhla_PC (Delhi),2,6,0.002619155941429824,0.39285714285714285,IND110044AAB,5464.0,128.0,130.0,IND110044AAB,1935.0,37.0,39.0,7399.0,165.0,169.0,158.0,66.0,112.0
IND000000ABG,Hyderabad_Bownplly_C (Telangana),0,1,0.0,0.0,IND000000ABG,1611.0,9.0,9.0,0,0.0,0.0,0.0,1611.0,9.0,9.0,1290.0,301.0,795.5
IND700136AAG,Kolkata_Narynpur_C (West Bengal),0,1,0.0,0.0,IND700136AAG,1173.0,16.0,16.0,0,0.0,0.0,0.0,1173.0,16.0,16.0,1290.0,429.0,859.5
IND000000AAL,Pune_PC (Maharashtra),1,1,0.0,0.0,IND000000AAL,715.0,14.0,14.0,IND000000AAL,815.0,14.0,14.0,1530.0,28.0,28.0,1290.0,320.0,805.0
IND600076AAB,Chennai_Madhavaram_DPC (Tamil Nadu),2,2,0.0,1.0,IND600076AAB,382.0,14.0,14.0,IND600076AAB,938.0,37.0,39.0,1320.0,51.0,53.0,1290.0,372.0,831.0
IND395023AAA,Surat_HUB (Gujarat),7,8,0.012294109878663402,0.2,IND395023AAA,29397.0,71.0,71.0,IND395023AAA,13257.0,62.0,62.0,42654.0,133.0,133.0,26.0,17.0,21.5
IND142001AAB,Moga_DPC (Punjab),2,2,0.0006138708659819635,0.8333333333333334,IND142001AAB,897.0,21.0,21.0,IND142001AAB,1527.0,20.0,20.0,2424.0,41.0,41.0,535.0,207.0,371.0
IND152026AAA,Muktsar_DPC (Punjab),2,4,0.0010327614439954791,0.5,IND152026AAA,6362.0,15.0,21.0,IND152026AAA,850.0,21.0,21.0,7212.0,36.0,42.0,371.0,70.0,220.5
IND000000ACK,Hyderabad_Chikdply_C (Telangana),0,1,0.0,0.0,IND000000ACK,1043.0,22.0,22.0,0,0.0,0.0,0.0,1043.0,22.0,22.0,1290.0,486.0,888.0
IND754103AAA,Jagatsghpr_Markndpr_D (Orissa),1,1,0.0008203438945013974,0.0,IND754103AAA,64.0,1.0,1.0,IND754103AAA,2421.0,6.0,6.0,2485.0,7.0,7.0,400.0,203.0,301.5
IND754142AAA,Paradip_Udyabata_D (Orissa),1,1,0.00041056824864900855,0.0,IND754142AAA,67.0,1.0,1.0,IND754142AAA,64.0,1.0,1.0,131.0,2.0,2.0,574.0,1350.5,962.25
IND811399AAA,Noida_Sector02_C (Uttar Pradesh),1,2,0.0002636045929595886,0.6666666666666666,IND811399AAA,2994.0,34.0,35.0,IND811399AAA,355.0,4.0,7.0,3349.0,38.0,42.0,743.0,142.0,442.5
IND575004AAB,Mangalore_Kuntikna_H (Karnataka),6,7,0.01491833822822175,0.07692307692307693,IND575004AAB,1981.0,25.0,25.0,IND575004AAB,8067.0,31.0,31.0,10048.0,56.0,56.0,21.0,49.0,35.0
IND413401AAA,Barshi_Kurduwdi_D (Maharashtra),1,1,0.0,1.0,IND413401AAA,2257.0,12.0,12.0,IND413401AAA,201.0,12.0,14.0,2458.0,24.0,26.0,1290.0,204.0,747.0
IND413501AAA,Osmanabad_Kakdepot_D (Maharashtra),2,2,0.0004606343253021533,0.6666666666666666,IND413501AAA,458.0,13.0,15.0,IND413501AAA,751.0,15.0,15.0,1209.0,28.0,30.0,547.0,410.0,478.5
IND522647AAA,Vinukonda_Kothapet_D (Andhra Pradesh),1,1,0.0012166452928112513,0.0,IND522647AAA,379.0,13.0,13.0,IND522647AAA,270.0,7.0,7.0,649.0,20.0,20.0,335.5,718.0,526.75
IND523002AAA,Ongole_SubhVRTL_I (Andhra Pradesh),3,5,0.006417289671336313,0.14285714285714285,IND523002AAA,2910.0,31.0,31.0,IND523002AAA,3252.0,17.0,25.0,6162.0,48.0,56.0,58.0,75.0,66.5
IND523230AAA,Kanigiri_Tiglgndi_D (Andhra Pradesh),1,1,0.0,1.0,IND523230AAA,262.0,12.0,12.0,IND523230AAA,681.0,14.0,14.0,943.0,26.0,26.0,1290.0,539.0,914.5
IND524201AAA,Kavali_Kacheri_D (Andhra Pradesh),1,1,0.0008080585511537919,1.0,IND524201AAA,694.0,4.0,12.0,IND524201AAA,148.0,10.0,12.0,842.0,14.0,24.0,516.0,595.5,555.75
IND303002AAA,Achrol_BgwriDPP_D (Rajasthan),1,1,0.0,1.0,IND303002AAA,248.0,7.0,7.0,IND303002AAA,65.0,6.0,6.0,313.0,13.0,13.0,1290.0,1102.0,1196.0
IND400011AAA,LowerParel_CP (Maharashtra),2,2,0.0008128141679335102,0.0,IND400011AAA,1491.0,45.0,45.0,IND400011AAA,501.0,13.0,13.0,1992.0,58.0,58.0,481.0,243.0,362.0
IND577401AAA,Sagara_Vardhard_D (Karnataka),1,2,0.0002015192610405607,0.6666666666666666,IND577401AAA,450.0,2.0,8.0,IND577401AAA,399.0,9.0,9.0,849.0,11.0,17.0,765.0,590.0,677.5
IND581402AAA,Sirsi_Vidygiri_D (Karnataka),1,2,0.0016339506652315273,0.3333333333333333,IND581402AAA,486.0,10.0,10.0,IND581402AAA,547.0,15.0,15.0,1033.0,25.0,25.0,218.0,491.0,354.5
IND400705AAA,Mumbai_Sanpada_CP (Maharashtra),0,1,0.0,0.0,IND400705AAA,815.0,10.0,10.0,0,0.0,0.0,0.0,815.0,10.0,10.0,1290.0,609.0,949.5
IND600008AAA,Chennai_Egmore_C (Tamil Nadu),0,1,0.0,0.0,IND600008AAA,584.0,11.0,11.0,0,0.0,0.0,0.0,584.0,11.0,11.0,1290.0,776.5,1033.25
IND122004AAA,Gurgaon_Begumpur_CP (Haryana),0,2,0.0,0.0,IND122004AAA,1076.0,33.0,33.0,0,0.0,0.0,0.0,1076.0,33.0,33.0,1290.0,474.0,882.0
IND144001AAC,Jalandhar_Sodal Road (Punjab),0,2,0.0,1.0,IND144001AAC,2717.0,21.0,21.0,0,0.0,0.0,0.0,2717.0,21.0,21.0,1290.0,183.0,736.5
IND247554AAA,Deoband_Ramvlg_D (Uttar Pradesh),1,2,0.0008124178665352003,0.0,IND247554AAA,320.0,4.0,11.0,IND247554AAA,257.0,10.0,10.0,577.0,14.0,21.0,483.0,794.5,638.75
IND248001AAA,Dehradun (Uttarakhand),2,1,0.0012128804295273078,0.0,IND248001AAA,2536.0,11.0,11.0,IND248001AAA,510.0,11.0,17.0,3046.0,22.0,28.0,348.0,162.0,255.0
IND251001AAA,Muzaffrngr_MhmodNgr_D (Uttar Pradesh),1,1,0.0008175697847132284,0.0,IND251001AAA,257.0,10.0,10.0,IND251001AAA,866.0,10.0,10.0,1123.0,20.0,20.0,436.0,446.0,441.0
IND700065AAB,CCU_Beleghta_CP (West Bengal),0,1,0.0,0.0,IND700065AAB,974.0,11.0,11.0,0,0.0,0.0,0.0,974.0,11.0,11.0,1290.0,523.5,906.75
IND472001AAA,Tikamgarh_MndiRoad_D (Madhya Pradesh),2,2,0.001201783990374632,0.3333333333333333,IND472001AAA,4153.0,16.0,16.0,IND472001AAA,336.0,7.0,7.0,4489.0,23.0,23.0,369.0,110.0,239.5
IND485001AAC,Satna_Central_I_2 (Madhya Pradesh),2,5,0.0028642683562844686,0.23809523809523808,IND485001AAC,3533.0,19.0,19.0,IND485001AAC,6166.0,27.0,27.0,9699.0,46.0,46.0,138.0,52.0,95.0
IND201007AAB,Ghaziabad_MohanNgr_C (Uttar Pradesh),1,3,0.0021566080465186847,0.6666666666666666,IND201007AAB,506.0,15.0,17.0,IND201007AAB,83.0,1.0,1.0,589.0,16.0,18.0,175.0,769.5,472.25
IND841424AAA,Chhapra_Prbhunth_D (Bihar),0,2,0.0,1.0,IND841424AAA,1217.0,9.0,9.0,0,0.0,0.0,0.0,1217.0,9.0,9.0,1290.0,402.0,846.0
IND803101AAA,BiharSarif_Soghra_D (Bihar),1,1,2.377808389859123e-06,0.0,IND803101AAA,270.0,9.0,9.0,IND803101AAA,913.0,11.0,11.0,1183.0,20.0,20.0,890.5,425.0,657.75
IND803116AAA,Rajgir_PnditNGR_D (Bihar),1,1,1.5852055932394153e-06,0.0,IND803116AAA,579.0,13.0,13.0,IND803116AAA,267.0,9.0,9.0,846.0,22.0,22.0,907.5,592.0,749.75
IND804420AAA,Jehanabad_Madarpur_D (Bihar),1,1,1.5852055932394153e-06,0.0,IND804420AAA,913.0,11.0,11.0,IND804420AAA,152.0,6.0,6.0,1065.0,17.0,17.0,907.5,477.0,692.25
IND805110AAD,Nawada_Central_DPP_2 (Bihar),1,1,2.377808389859123e-06,0.0,IND805110AAD,267.0,9.0,9.0,IND805110AAD,270.0,9.0,9.0,537.0,18.0,18.0,890.5,839.0,864.75
IND000000ABD,Pallakad_ChndrNgr_D (Kerala),1,1,0.0004042274262760509,0.0,IND000000ABD,3364.0,12.0,12.0,IND000000ABD,131.0,4.0,13.0,3495.0,16.0,25.0,708.5,137.0,422.75
IND678683AAA,Vadakkencherry_Robinson_D (Kerala),1,1,0.000409379344454079,0.0,IND678683AAA,131.0,4.0,13.0,IND678683AAA,1082.0,14.0,14.0,1213.0,18.0,27.0,618.5,406.0,512.25
IND68004AAA,Thrissur_Poothole_D (Kerala),2,2,0.0008183623875098481,0.3333333333333333,IND68004AAA,1494.0,20.0,20.0,IND68004AAA,917.0,18.0,19.0,2411.0,38.0,39.0,419.5,208.0,313.75
IND683511AAA,Aluva_Peedika_H (Kerala),11,7,0.019686271961041987,0.03333333333333333,IND683511AAA,6039.0,53.0,63.0,IND683511AAA,7620.0,64.0,65.0,13659.0,117.0,128.0,17.0,34.0,25.5
IND600016AAB,Chennai_Alandur_C (Tamil Nadu),0,1,0.0,0.0,IND600016AAB,783.0,18.0,18.0,0,0.0,0.0,0.0,783.0,18.0,18.0,1290.0,627.5,958.75
IND562117AAA,Kanakapura_VaniThtr_D (Karnataka),1,1,0.00040502002907267067,0.0,IND562117AAA,209.0,4.0,10.0,IND562117AAA,287.0,11.0,11.0,496.0,15.0,21.0,670.5,872.0,771.25
IND562159AAA,Ramanagara_BMRd_DC (Karnataka),0,1,0.0,0.0,IND562159AAA,287.0,11.0,11.0,0,0.0,0.0,0.0,287.0,11.0,11.0,1290.0,1130.0,1210.0
IND571401AAA,Mandya_Dc (Karnataka),1,1,3.963013983098538e-07,0.0,IND571401AAA,-10.0,0.0,10.0,IND571401AAA,68.0,6.0,9.0,58.0,6.0,19.0,964.5,1484.0,1224.25
IND571438AAB,Srirangapatna_Bburynkpl_D (Karnataka),0,1,0.0,0.0,IND571438AAB,68.0,6.0,9.0,0,0.0,0.0,0.0,68.0,6.0,9.0,1290.0,1465.0,1377.5
IND247667AAA,Roorkee_Dc (Uttarakhand),1,1,0.0,1.0,IND247667AAA,537.0,10.0,10.0,IND247667AAA,357.0,3.0,3.0,894.0,13.0,13.0,1290.0,561.5,925.75
IND249201AAA,Rishikesh_DC (Uttarakhand),1,1,0.0,0.0,IND249201AAA,3212.0,12.0,12.0,IND249201AAA,423.0,11.0,11.0,3635.0,23.0,23.0,1290.0,130.0,710.0
IND431136AAC,Aurangabad_Central_H_1 (Maharashtra),5,5,0.005676224927992036,0.047619047619047616,IND431136AAC,5390.0,45.0,45.0,IND431136AAC,3635.0,35.0,35.0,9025.0,80.0,80.0,66.0,57.0,61.5
IND575014AAA,Surathkal_DC (Karnataka),1,1,6.08983148736142e-05,1.0,IND575014AAA,220.0,1.0,1.0,IND575014AAA,56.0,2.0,2.0,276.0,3.0,3.0,770.0,1148.5,959.25
IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),5,4,0.004569526538593612,0.26666666666666666,IND390022AAA,2299.0,36.0,36.0,IND390022AAA,5912.0,24.0,24.0,8211.0,60.0,60.0,81.0,62.0,71.5
IND400016AAB,Mumbai_MhimWest_C (Maharashtra),0,2,0.0,0.0,IND400016AAB,378.0,11.0,11.0,0,0.0,0.0,0.0,378.0,11.0,11.0,1290.0,1013.0,1151.5
IND803213AAA,Barh_Malahi_D (Bihar),0,2,0.0,1.0,IND803213AAA,373.0,5.0,5.0,0,0.0,0.0,0.0,373.0,5.0,5.0,1290.0,1017.0,1153.5
IND811105AAA,Sheikhpura_Bgwtichk_D (Bihar),1,1,0.0,1.0,IND811105AAA,166.0,2.0,2.0,IND811105AAA,170.0,3.0,3.0,336.0,5.0,5.0,1290.0,1069.0,1179.5
IND401209AAB,Mumbai_Vasai_CP (Maharashtra),0,3,0.0,0.3333333333333333,IND401209AAB,1132.0,23.0,23.0,0,0.0,0.0,0.0,1132.0,23.0,23.0,1290.0,441.5,865.75
