node_id,name,in_degree,out_degree,betweenness_centrality,clustering_coefficient,source_center,src_delay_minutes,src_sla_breaches,src_trips,destination_center,dest_delay_minutes,dest_sla_breaches,dest_trips,total_delay_minutes,total_sla_breaches,total_trips_handled,betweenness_rank,delay_rank,composite_rank
IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),15,13,0.03281562754560279,0.021645021645021644,IND209304AAA,16456.0,112.0,138.0,IND209304AAA,35849.0,111.0,111.0,52305.0,223.0,249.0,12.0,13.0,12.5
IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),13,9,0.02631988535935242,0.0718954248366013,IND462022AAA,17864.0,74.0,74.0,IND462022AAA,30768.0,89.0,89.0,48632.0,163.0,163.0,15.0,14.0,14.5
IND561203AAB,Doddablpur_ChikaDPP_D (Karnataka),1,1,0.0012328936501419553,0.0,IND561203AAB,132.0,9.0,9.0,IND561203AAB,339.0,8.0,8.0,471.0,17.0,17.0,272.5,900.5,586.5
IND572101AAA,Tumkur_Veersagr_I (Karnataka),2,1,0.001643065597392654,0.0,IND572101AAA,339.0,8.0,8.0,IND572101AAA,156.0,2.0,4.0,495.0,10.0,12.0,205.0,875.5,540.25
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),41,48,0.22015170371190915,0.03884711779448621,IND000000ACB,299751.0,753.0,777.0,IND000000ACB,198954.0,656.0,694.0,498705.0,1409.0,1471.0,1.0,1.0,1.0
IND562132AAA,Bangalore_Nelmngla_H (Karnataka),36,35,0.1250041269324418,0.050170068027210885,IND562132AAA,117025.0,551.0,574.0,IND562132AAA,141362.0,480.0,512.0,258387.0,1031.0,1086.0,2.0,2.0,2.0
IND400072AAB,Mumbai Hub (Maharashtra),11,9,0.005097403746848212,0.07692307692307693,IND400072AAB,8910.0,189.0,189.0,IND400072AAB,6747.0,161.0,161.0,15657.0,350.0,350.0,70.0,31.0,50.5
IND583101AAA,Bellary_Dc (Karnataka),3,2,0.004061296729879382,0.16666666666666666,IND583101AAA,1364.0,21.0,21.0,IND583101AAA,2325.0,18.0,18.0,3689.0,39.0,39.0,88.0,125.0,106.5
IND583119AAA,Sandur_WrdN1DPP_D (Karnataka),1,1,0.0,1.0,IND583119AAA,937.0,7.0,7.0,IND583119AAA,368.0,7.0,7.0,1305.0,14.0,14.0,1290.0,374.0,832.0
IND583201AAA,Hospet (Karnataka),2,3,0.0020346113789227894,0.3333333333333333,IND583201AAA,785.0,19.0,19.0,IND583201AAA,1267.0,21.0,21.0,2052.0,40.0,40.0,184.0,237.0,210.5
IND600056AAA,Chennai_Poonamallee (Tamil Nadu),1,1,0.0004101719472506987,0.0,IND600056AAA,107.0,4.0,4.0,IND600056AAA,70.0,2.0,2.0,177.0,6.0,6.0,582.5,1272.5,927.5
IND600116AAB,Chennai_Porur_DPC (Tamil Nadu),4,3,0.00284702924545799,0.1,IND600116AAB,476.0,11.0,11.0,IND600116AAB,1154.0,17.0,17.0,1630.0,28.0,28.0,142.0,294.0,218.0
IND600044AAD,Chennai_Chrompet_DPC (Tamil Nadu),5,5,0.0032488788633441815,0.2,IND600044AAD,1474.0,39.0,39.0,IND600044AAD,1470.0,32.0,35.0,2944.0,71.0,74.0,122.0,164.0,143.0
IND560043AAC,HBR Layout PC (Karnataka),4,3,0.0008140030721284397,0.3,IND560043AAC,1581.0,52.0,56.0,IND560043AAC,2100.0,74.0,89.0,3681.0,126.0,145.0,441.5,126.0,283.75
IND560064AAD,Bengaluru_Bagaluru_D (Karnataka),0,1,0.0,0.0,IND560064AAD,641.0,28.0,28.0,0,0.0,0.0,0.0,641.0,28.0,28.0,1290.0,727.0,1008.5
IND395009AAA,Surat_Central_D_12 (Gujarat),1,1,0.0,0.0,IND395009AAA,1307.0,9.0,9.0,IND395009AAA,103.0,4.0,4.0,1410.0,13.0,13.0,1290.0,344.0,817.0
IND395023AAD,Surat_Central_I_4 (Gujarat),5,5,1.9418768517182838e-05,0.0,IND395023AAD,813.0,41.0,41.0,IND395023AAD,4152.0,28.0,28.0,4965.0,69.0,69.0,781.0,100.0,440.5
IND110024AAA,Delhi_Lajpat_IP (Delhi),3,1,0.0004101719472506987,0.3333333333333333,IND110024AAA,82.0,9.0,9.0,IND110024AAA,1054.0,26.0,26.0,1136.0,35.0,35.0,582.5,440.0,511.25
IND412105AAC,Pune_North_D_3 (Maharashtra),1,1,0.0,0.0,IND412105AAC,506.0,23.0,23.0,IND412105AAC,27.0,1.0,1.0,533.0,24.0,24.0,1290.0,842.0,1066.0
IND121004AAB,FBD_Balabhgarh_DPC (Haryana),8,6,0.004127409803159756,0.07142857142857142,IND121004AAB,3852.0,116.0,117.0,IND121004AAB,6187.0,111.0,112.0,10039.0,227.0,229.0,85.0,50.0,67.5
IND415408AAC,Shirala_Central_DPP_3 (Maharashtra),1,1,0.00040422742627605087,1.0,IND415408AAC,1387.0,7.0,7.0,IND415408AAC,716.0,5.0,5.0,2103.0,12.0,12.0,729.0,232.0,480.5
IND415612AAA,Ratnagiri_MjgaonRd_D (Maharashtra),1,1,0.000409379344454079,1.0,IND415612AAA,716.0,5.0,5.0,IND415612AAA,1224.0,7.0,7.0,1940.0,12.0,12.0,618.5,249.5,434.0
IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),5,5,0.010942410009199483,0.1111111111111111,IND416012AAA,7168.0,38.0,38.0,IND416012AAA,9165.0,41.0,41.0,16333.0,79.0,79.0,31.0,29.0,30.0
IND501359AAE,Hyderabad_Shamshbd_H (Telangana),30,27,0.09040308522265356,0.04024390243902439,IND501359AAE,45435.0,251.0,251.0,IND501359AAE,75339.0,304.0,307.0,120774.0,555.0,558.0,4.0,6.0,5.0
IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),4,4,0.009695117408252263,0.06666666666666667,IND515004AAA,4422.0,40.0,41.0,IND515004AAA,3872.0,41.0,41.0,8294.0,81.0,82.0,34.0,60.0,47.0
IND508223AAA,Thirumalagiri_Xroad_D (Telangana),2,1,0.0008080585511537919,0.6666666666666666,IND508223AAA,880.0,11.0,11.0,IND508223AAA,97.0,8.0,8.0,977.0,19.0,19.0,516.0,520.0,518.0
IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),5,5,0.006491416904315405,0.0,IND585104AAA,1793.0,42.0,42.0,IND585104AAA,6528.0,41.0,41.0,8321.0,83.0,83.0,56.0,59.0,57.5
IND585314AAA,Aland_RazaviRd_D (Karnataka),2,2,0.0004064070839667551,0.0,IND585314AAA,1616.0,12.0,12.0,IND585314AAA,910.0,13.0,13.0,2526.0,25.0,25.0,650.5,198.0,424.25
IND586128AAA,Sindagi_KalyanNg_D (Karnataka),2,2,0.0004064070839667551,0.0,IND586128AAA,878.0,13.0,13.0,IND586128AAA,693.0,12.0,12.0,1571.0,25.0,25.0,650.5,311.5,481.0
IND586211AAA,Indi_SindgiRD_D (Karnataka),2,2,3.963013983098538e-07,0.0,IND586211AAA,829.0,12.0,12.0,IND586211AAA,526.0,12.0,12.0,1355.0,24.0,24.0,964.5,361.0,662.75
IND302014AAB,Jaipur_Central_I_7 (Rajasthan),7,11,7.490096428056237e-05,0.02564102564102564,IND302014AAB,3234.0,97.0,106.0,IND302014AAB,2630.0,45.0,46.0,5864.0,142.0,152.0,769.0,79.0,424.0
IND302020AAA,Jaipur_VarunCly_DC (Rajasthan),1,1,0.0,0.0,IND302020AAA,433.0,13.0,13.0,IND302020AAA,200.0,13.0,13.0,633.0,26.0,26.0,1290.0,732.5,1011.25
IND211002AAB,Allahabad_Central_H_1 (Uttar Pradesh),4,4,0.008102580239144116,0.0,IND211002AAB,4441.0,37.0,37.0,IND211002AAB,13985.0,31.0,32.0,18426.0,68.0,69.0,41.0,26.0,33.5
IND110043AAA,Delhi_Nangli_IP (Delhi),2,2,0.0008136067707301297,0.0,IND110043AAA,968.0,26.0,27.0,IND110043AAA,856.0,18.0,18.0,1824.0,44.0,45.0,452.5,263.5,358.0
IND781005AAA,Guwahati_North (Assam),1,1,0.0,0.0,IND781005AAA,193.0,5.0,6.0,IND781005AAA,129.0,3.0,5.0,322.0,8.0,11.0,1290.0,1090.0,1190.0
IND209801AAA,Unnao_VikasRam_D (Uttar Pradesh),1,1,0.0,0.0,IND209801AAA,2305.0,4.0,4.0,IND209801AAA,902.0,11.0,13.0,3207.0,15.0,17.0,1290.0,152.0,721.0
IND487001AAB,Narsinghpur_KndliDPP_D (Madhya Pradesh),1,1,0.0029950478177267204,0.0,IND487001AAB,62.0,2.0,2.0,IND487001AAB,219.0,3.0,3.0,281.0,5.0,5.0,133.5,1142.0,637.75
IND487551AAA,Gadarwara_MPward_D (Madhya Pradesh),2,1,0.006389567444949773,0.0,IND487551AAA,432.0,4.0,4.0,IND487551AAA,124.0,5.0,5.0,556.0,9.0,9.0,59.0,817.5,438.25
IND395001AAA,Surat_Central_D_9 (Gujarat),1,1,0.0,0.0,IND395001AAA,1208.0,9.0,9.0,IND395001AAA,210.0,7.0,7.0,1418.0,16.0,16.0,1290.0,342.0,816.0
IND413709AAA,Shrirampur_DavkharRd_D (Maharashtra),2,2,0.0008084548525521018,0.3333333333333333,IND413709AAA,389.0,12.0,12.0,IND413709AAA,318.0,9.0,9.0,707.0,21.0,21.0,500.5,678.5,589.5
IND422011AAD,Nashik_TgrniaRD_I (Maharashtra),2,3,0.004862618157261907,0.0,IND422011AAD,2964.0,24.0,24.0,IND422011AAD,2344.0,25.0,26.0,5308.0,49.0,50.0,78.0,93.0,85.5
IND422103AAC,Sinnar_Central_D_1 (Maharashtra),1,1,0.0006134745645836537,0.0,IND422103AAC,169.0,7.0,7.0,IND422103AAC,201.0,8.0,8.0,370.0,15.0,15.0,536.0,1022.5,779.25
IND422605AAA,Sangamner_JawanChk_D (Maharashtra),1,1,0.0006083226464056256,0.0,IND422605AAA,263.0,7.0,7.0,IND422605AAA,169.0,7.0,7.0,432.0,14.0,14.0,539.0,949.0,744.0
IND423109AAA,Shirdi_SaiBansi_D (Maharashtra),2,1,0.0010212687034444933,0.3333333333333333,IND423109AAA,175.0,10.0,10.0,IND423109AAA,395.0,12.0,12.0,570.0,22.0,22.0,373.0,801.5,587.25
IND423601AAA,Kopargaon_NkshtrPz_D (Maharashtra),1,2,0.0010161167852664652,0.6666666666666666,IND423601AAA,272.0,10.0,10.0,IND423601AAA,175.0,10.0,10.0,447.0,20.0,20.0,377.0,928.5,652.75
IND423701AAB,Vaijiapur_YeolaRD_D (Maharashtra),2,1,0.0020159852132022264,0.3333333333333333,IND423701AAB,1349.0,12.0,12.0,IND423701AAB,321.0,10.0,10.0,1670.0,22.0,22.0,199.0,287.0,243.0
IND712103AAA,Hoogly_Bandel_D (West Bengal),1,1,2.774109788168977e-06,1.0,IND712103AAA,1244.0,18.0,18.0,IND712103AAA,410.0,20.0,20.0,1654.0,38.0,38.0,883.5,290.0,586.75
IND712124AAA,Hooghly_DC (West Bengal),1,1,0.00041175715284393814,1.0,IND712124AAA,410.0,20.0,20.0,IND712124AAA,1094.0,21.0,21.0,1504.0,41.0,41.0,563.0,322.0,442.5
IND712310AAE,Kolkata_North_I_4 (West Bengal),4,3,0.0032924720171582655,0.09523809523809523,IND712310AAE,1833.0,33.0,34.0,IND712310AAE,1741.0,26.0,26.0,3574.0,59.0,60.0,116.0,132.0,124.0
IND515301AAA,Madakasira_RTCStand_D (Andhra Pradesh),1,1,0.000409379344454079,0.0,IND515301AAA,175.0,12.0,12.0,IND515301AAA,408.0,11.0,11.0,583.0,23.0,23.0,618.5,779.0,698.75
IND561202AAB,Pavagada_PnukndRD_D (Karnataka),1,1,0.0004042274262760509,0.0,IND561202AAB,611.0,11.0,11.0,IND561202AAB,175.0,12.0,12.0,786.0,23.0,23.0,708.5,624.5,666.5
IND785690AAB,Sonari_Central_DPP_1 (Assam),1,1,0.0,0.0,IND785690AAB,1411.0,10.0,10.0,IND785690AAB,114.0,1.0,1.0,1525.0,11.0,11.0,1290.0,321.0,805.5
IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),4,12,0.005666515543733445,0.21794871794871795,IND560300AAA,11069.0,187.0,227.0,IND560300AAA,9823.0,178.0,187.0,20892.0,365.0,414.0,67.0,24.0,45.5
IND500055AAC,Hyderabad_North_D_2 (Telangana),0,1,0.0,0.0,IND500055AAC,124.0,9.0,9.0,0,0.0,0.0,0.0,124.0,9.0,9.0,1290.0,1360.0,1325.0
IND501401AAC,Medchal_MROoffce_D (Telangana),2,1,0.00040462372767436077,0.3333333333333333,IND501401AAC,859.0,10.0,10.0,IND501401AAC,142.0,10.0,10.0,1001.0,20.0,20.0,686.5,501.5,594.0
IND624001AAA,Dindigul_Central_D_1 (Tamil Nadu),1,2,3.963013983098538e-06,0.0,IND624001AAA,314.0,16.0,17.0,IND624001AAA,337.0,9.0,9.0,651.0,25.0,26.0,865.0,717.0,791.0
IND624101AAA,Kodaikanal_Athithnr_DC (Tamil Nadu),1,1,3.1704111864788306e-06,0.0,IND624101AAA,-270.0,0.0,8.0,IND624101AAA,-350.0,0.0,12.0,-620.0,0.0,20.0,880.0,1590.0,1235.0
IND624202AAA,Batlagundu_RTOofice_D (Tamil Nadu),1,1,1.981506991549269e-06,0.0,IND624202AAA,98.0,8.0,8.0,IND624202AAA,-270.0,0.0,8.0,-172.0,8.0,16.0,899.5,1586.0,1242.75
IND624601AAA,Palani_RjndraRd_D (Tamil Nadu),1,1,3.5667125847886842e-06,0.0,IND624601AAA,-350.0,0.0,12.0,IND624601AAA,45.0,3.0,6.0,-305.0,3.0,18.0,872.5,1588.0,1230.25
IND624619AAA,Oddnchtram_Palani_D (Tamil Nadu),1,1,3.1704111864788306e-06,0.0,IND624619AAA,45.0,3.0,6.0,IND624619AAA,110.0,7.0,8.0,155.0,10.0,14.0,880.0,1293.0,1086.5
IND144001AAA,Jalandhar_DC (Punjab),1,1,0.0,1.0,IND144001AAA,233.0,11.0,11.0,IND144001AAA,33.0,2.0,2.0,266.0,13.0,13.0,1290.0,1162.0,1226.0
IND144001AAB,Jalandhar_DPC (Punjab),5,5,0.003651124782628683,0.26666666666666666,IND144001AAB,2251.0,38.0,43.0,IND144001AAB,3323.0,57.0,57.0,5574.0,95.0,100.0,103.0,89.0,96.0
IND144040AAA,Nakodar_ChowkDPP_D (Punjab),2,1,0.0008080585511537919,0.6666666666666666,IND144040AAA,156.0,7.0,7.0,IND144040AAA,255.0,12.0,12.0,411.0,19.0,19.0,516.0,978.0,747.0
IND144601AAA,Kapurthala_DC (Punjab),1,2,0.0008183623875098481,0.6666666666666666,IND144601AAA,55.0,3.0,3.0,IND144601AAA,115.0,3.0,3.0,170.0,6.0,6.0,419.5,1280.0,849.75
IND121002AAB,Faridabad_Mthurard_L (Haryana),1,1,0.0,0.0,IND121002AAB,2738.0,24.0,24.0,IND121002AAB,2902.0,38.0,38.0,5640.0,62.0,62.0,1290.0,88.0,689.0
IND140901AAA,Chandigarh_Mullanpr_DC (Chandigarh),2,2,0.00040343482347943117,0.6666666666666666,IND140901AAA,714.0,26.0,26.0,IND140901AAA,865.0,27.0,27.0,1579.0,53.0,53.0,740.0,309.0,524.5
IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),30,28,0.05142723664586873,0.030197444831591175,IND160002AAC,34168.0,274.0,296.0,IND160002AAC,47614.0,313.0,322.0,81782.0,587.0,618.0,6.0,8.0,7.0
IND160055AAA,Chandigarh_Mohali (Chandigarh),2,1,0.0,1.0,IND160055AAA,289.0,7.0,14.0,IND160055AAA,299.0,16.0,27.0,588.0,23.0,41.0,1290.0,771.5,1030.75
IND442101AAB,Deoli_Central_DPP_2 (Maharashtra),1,1,3.963013983098538e-07,0.0,IND442101AAB,530.0,11.0,11.0,IND442101AAB,140.0,4.0,4.0,670.0,15.0,15.0,964.5,704.0,834.25
IND413304AAA,Pandharpur_RajCmplx_D (Maharashtra),2,2,0.0016260246372653301,0.3333333333333333,IND413304AAA,200.0,5.0,5.0,IND413304AAA,227.0,5.0,5.0,427.0,10.0,10.0,230.0,962.0,596.0
IND415301AAB,Atapadi_Vidyangr_D (Maharashtra),1,1,0.000409379344454079,1.0,IND415301AAB,56.0,2.0,2.0,IND415301AAB,37.0,2.0,2.0,93.0,4.0,4.0,618.5,1415.5,1017.0
IND700065AAA,CCU_Beliaghata_DPC (West Bengal),2,1,0.0,1.0,IND700065AAA,2915.0,23.0,23.0,IND700065AAA,1792.0,29.0,30.0,4707.0,52.0,53.0,1290.0,108.0,699.0
IND441904AAB,Bhandara_RjnaiDPP_D (Maharashtra),0,1,0.0,0.0,IND441904AAB,331.0,12.0,12.0,0,0.0,0.0,0.0,331.0,12.0,12.0,1290.0,1077.5,1183.75
IND441912AAA,Bhandara_KaremDPP_D (Maharashtra),1,1,3.963013983098538e-07,0.0,IND441912AAA,1609.0,11.0,11.0,IND441912AAA,331.0,12.0,12.0,1940.0,23.0,23.0,964.5,249.5,607.0
IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),9,7,0.010114007986265779,0.09090909090909091,IND518002AAA,4751.0,58.0,58.0,IND518002AAA,5304.0,47.0,49.0,10055.0,105.0,107.0,32.0,48.0,40.0
IND121102AAA,Palwal (Haryana),1,1,0.0,0.0,IND121102AAA,1067.0,11.0,11.0,IND121102AAA,891.0,28.0,28.0,1958.0,39.0,39.0,1290.0,247.0,768.5
IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),27,27,0.05608085414730271,0.062388591800356503,IND421302AAG,131341.0,553.0,554.0,IND421302AAG,90619.0,413.0,414.0,221960.0,966.0,968.0,5.0,3.0,4.0
IND151001AAA,Bhatinda_DPC (Punjab),5,4,0.004664863759505289,0.14285714285714285,IND151001AAA,1774.0,21.0,35.0,IND151001AAA,2551.0,24.0,32.0,4325.0,45.0,67.0,79.0,115.0,97.0
IND151302AAA,TalwandiSabo_Wardno3_D (Punjab),1,1,0.0008183623875098481,0.0,IND151302AAA,-91.0,0.0,13.0,IND151302AAA,-94.0,1.0,14.0,-185.0,1.0,27.0,419.5,1587.0,1003.25
IND151505AAA,Mansa_GreenVly_D (Punjab),1,1,0.00081321046933182,0.0,IND151505AAA,84.0,3.0,5.0,IND151505AAA,-91.0,0.0,13.0,-7.0,3.0,18.0,465.0,1581.0,1023.0
IND151506AAA,Jhunir_BhaRDDPP_D (Punjab),1,1,0.0008080585511537919,0.0,IND151506AAA,881.0,9.0,11.0,IND151506AAA,84.0,3.0,5.0,965.0,12.0,16.0,516.0,529.5,522.75
IND110037AAM,Delhi_Airport_H (Delhi),19,22,0.03164404789201818,0.06236559139784946,IND110037AAM,31120.0,179.0,185.0,IND110037AAM,64489.0,133.0,133.0,95609.0,312.0,318.0,13.0,7.0,10.0
IND302014AAA,Jaipur_Hub (Rajasthan),10,7,0.03693260336384511,0.06593406593406594,IND302014AAA,9678.0,61.0,61.0,IND302014AAA,19924.0,69.0,69.0,29602.0,130.0,130.0,11.0,20.0,15.5
IND000000ACT,Delhi_Gateway_HB (Delhi),0,3,0.0,1.0,IND000000ACT,5941.0,86.0,117.0,0,0.0,0.0,0.0,5941.0,86.0,117.0,1290.0,76.0,683.0
IND411033AAA,Pune_Tathawde_H (Maharashtra),22,19,0.0423928415816132,0.06084656084656084,IND411033AAA,64337.0,311.0,319.0,IND411033AAA,56787.0,255.0,263.0,121124.0,566.0,582.0,9.0,5.0,7.0
IND140001AAA,RoopNagar_ChotiHvl_DC (Punjab),1,1,0.000409379344454079,0.0,IND140001AAA,313.0,12.0,12.0,IND140001AAA,254.0,13.0,13.0,567.0,25.0,25.0,618.5,805.0,711.75
IND140118AAA,AnandprShb_PnjPiara_D (Punjab),1,1,0.0004042274262760509,0.0,IND140118AAA,897.0,13.0,13.0,IND140118AAA,313.0,12.0,12.0,1210.0,25.0,25.0,708.5,409.0,558.75
IND140301AAA,Chandigarh_Kharar_DC (Chandigarh),1,2,0.0008183623875098481,0.3333333333333333,IND140301AAA,462.0,25.0,25.0,IND140301AAA,452.0,13.0,14.0,914.0,38.0,39.0,419.5,551.0,485.25
IND574211AAA,Bantwal_Trmltmpl_D (Karnataka),1,2,0.0016355358708247667,0.3333333333333333,IND574211AAA,194.0,6.0,6.0,IND574211AAA,295.0,8.0,8.0,489.0,14.0,14.0,208.0,883.5,545.75
IND574221AAA,Kadaba_AnugrDPP_D (Karnataka),1,1,0.000808058551153792,0.0,IND574221AAA,1325.0,6.0,6.0,IND574221AAA,128.0,7.0,7.0,1453.0,13.0,13.0,506.0,337.0,421.5
IND574239AAA,Sullia_Srirampt_D (Karnataka),1,1,0.00081321046933182,0.0,IND574239AAA,128.0,7.0,7.0,IND574239AAA,122.0,6.0,6.0,250.0,13.0,13.0,465.0,1183.0,824.0
IND585211AAA,Chittapur_GlbrgaRD_D (Karnataka),2,2,0.0004064070839667551,0.0,IND585211AAA,422.0,14.0,14.0,IND585211AAA,439.0,14.0,15.0,861.0,28.0,29.0,650.5,583.5,617.0
IND585222AAA,Sedam_DBRCmplx_D (Karnataka),2,2,3.963013983098538e-07,0.0,IND585222AAA,277.0,14.0,15.0,IND585222AAA,216.0,15.0,15.0,493.0,29.0,30.0,964.5,878.5,921.5
IND585307AAB,Chincholi_Mainroad_D (Karnataka),2,2,0.0004064070839667551,0.0,IND585307AAB,2798.0,15.0,15.0,IND585307AAB,363.0,15.0,15.0,3161.0,30.0,30.0,650.5,155.0,402.75
IND140501AAA,Lalru_OnkarDPP_D (Punjab),1,1,0.0004042274262760509,1.0,IND140501AAA,299.0,10.0,11.0,IND140501AAA,270.0,10.0,10.0,569.0,20.0,21.0,708.5,803.0,755.75
IND382715AAA,Kadi_KaranNGR_D (Gujarat),1,1,0.004402908535222475,1.0,IND382715AAA,740.0,12.0,12.0,IND382715AAA,247.0,12.0,12.0,987.0,24.0,24.0,83.0,510.0,296.5
IND384205AAA,Mehsana_Panchot_IP (Gujarat),5,5,0.008501061295144675,0.08333333333333333,IND384205AAA,834.0,30.0,33.0,IND384205AAA,2283.0,33.0,37.0,3117.0,63.0,70.0,40.0,158.0,99.0
IND484001AAA,Shahdol_Sohagpur_D (Madhya Pradesh),2,2,0.0016256283358670204,0.16666666666666666,IND484001AAA,235.0,4.0,5.0,IND484001AAA,167.0,3.0,3.0,402.0,7.0,8.0,231.0,986.5,608.75
IND484446AAA,Dola_ChainDPP_D (Madhya Pradesh),1,1,0.0012103044704382937,0.0,IND484446AAA,484.0,2.0,2.0,IND484446AAA,244.0,3.0,3.0,728.0,5.0,5.0,367.0,664.5,515.75
IND600044AAE,Chennai_Chrompet_L (Tamil Nadu),1,1,0.0,0.0,IND600044AAE,963.0,22.0,22.0,IND600044AAE,872.0,26.0,26.0,1835.0,48.0,48.0,1290.0,262.0,776.0
IND431514AAA,Gangakher_Busstand_D (Maharashtra),1,1,0.003229063793428689,0.0,IND431514AAA,352.0,15.0,15.0,IND431514AAA,445.0,15.0,15.0,797.0,30.0,30.0,130.0,617.0,373.5
IND431515AAA,Parli_JirgeNgr_D (Maharashtra),1,1,0.003223911875250661,0.0,IND431515AAA,378.0,13.0,13.0,IND431515AAA,352.0,15.0,15.0,730.0,28.0,28.0,131.0,661.5,396.25
IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),1,1,0.0032187599570726324,0.0,IND431517AAB,4912.0,12.0,12.0,IND431517AAB,378.0,13.0,13.0,5290.0,25.0,25.0,132.0,94.0,113.0
IND431603AAA,Nanded_Aswningr_I (Maharashtra),4,4,0.004877677610397681,0.09523809523809523,IND431603AAA,1384.0,20.0,20.0,IND431603AAA,8271.0,19.0,19.0,9655.0,39.0,39.0,72.0,53.0,62.5
IND431708AAA,Loha_SivjiCWK_D (Maharashtra),1,1,0.003234215711606717,0.0,IND431708AAA,445.0,15.0,15.0,IND431708AAA,492.0,14.0,14.0,937.0,29.0,29.0,129.0,540.0,334.5
IND713205AAB,Durgapur_Central_I_1 (West Bengal),6,10,0.014115066903602064,0.054945054945054944,IND713205AAB,7058.0,35.0,35.0,IND713205AAB,4709.0,43.0,43.0,11767.0,78.0,78.0,22.0,42.0,32.0
IND722101AAA,Bankura_KeranDPP_D (West Bengal),1,1,0.000409379344454079,1.0,IND722101AAA,139.0,7.0,7.0,IND722101AAA,113.0,1.0,1.0,252.0,8.0,8.0,618.5,1179.0,898.75
IND722202AAA,Barjora_Central_DPP_1 (West Bengal),1,2,0.0,1.0,IND722202AAA,75.0,4.0,4.0,IND722202AAA,214.0,3.0,3.0,289.0,7.0,7.0,1290.0,1125.5,1207.75
IND396191AAC,Vapi_IndEstat_I (Gujarat),3,4,0.00162642093866364,0.16666666666666666,IND396191AAC,1943.0,19.0,21.0,IND396191AAC,1253.0,21.0,21.0,3196.0,40.0,42.0,228.5,153.0,190.75
IND360530AAB,Jamjodhpur_Court_D (Gujarat),1,1,8.32232936450693e-06,0.0,IND360530AAB,893.0,11.0,11.0,IND360530AAB,145.0,6.0,8.0,1038.0,17.0,19.0,823.5,488.5,656.0
IND360575AAA,Porbandar_DC (Gujarat),1,1,8.32232936450693e-06,0.0,IND360575AAA,264.0,8.0,8.0,IND360575AAA,254.0,7.0,7.0,518.0,15.0,15.0,823.5,853.5,838.5
IND362001AAA,Junagadh_DPC (Gujarat),3,4,4.3989455212393776e-05,0.0,IND362001AAA,813.0,26.0,26.0,IND362001AAA,1570.0,26.0,26.0,2383.0,52.0,52.0,771.0,212.0,491.5
IND360370AAA,Jetpur_DC (Gujarat),1,1,8.32232936450693e-06,0.0,IND360370AAA,19.0,1.0,1.0,IND360370AAA,181.0,8.0,8.0,200.0,9.0,9.0,823.5,1247.5,1035.5
IND360410AAA,Dhoraji_JmnvadRd_DC (Gujarat),1,1,8.32232936450693e-06,0.0,IND360410AAA,27.0,1.0,1.0,IND360410AAA,19.0,1.0,1.0,46.0,2.0,2.0,823.5,1507.0,1165.25
IND507002AAA,Khammam_NSTRoad_I (Telangana),4,6,0.004872921993617963,0.10714285714285714,IND507002AAA,1371.0,32.0,32.0,IND507002AAA,4457.0,36.0,36.0,5828.0,68.0,68.0,74.0,81.0,77.5
IND508001AAA,Nalgonda_HydRoad_DC (Telangana),2,1,0.0028153251335932016,0.3333333333333333,IND508001AAA,975.0,14.0,14.0,IND508001AAA,612.0,15.0,15.0,1587.0,29.0,29.0,155.0,308.0,231.5
IND508207AAB,Miryalguda_Ragvendr_D (Telangana),1,1,0.0004042274262760509,0.0,IND508207AAB,1381.0,10.0,10.0,IND508207AAB,172.0,6.0,6.0,1553.0,16.0,16.0,708.5,314.0,511.25
IND508213AAB,Suryapet_Krishna_D (Telangana),1,1,0.0,1.0,IND508213AAB,490.0,14.0,14.0,IND508213AAB,505.0,14.0,14.0,995.0,28.0,28.0,1290.0,504.0,897.0
IND508252AAB,Choutuppal_Nagaram_D (Telangana),1,1,0.000409379344454079,0.0,IND508252AAB,172.0,6.0,6.0,IND508252AAB,407.0,7.0,7.0,579.0,13.0,13.0,618.5,790.0,704.25
IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),7,7,0.011313612318949708,0.09090909090909091,IND521225AAB,4879.0,51.0,51.0,IND521225AAB,16906.0,46.0,46.0,21785.0,97.0,97.0,29.0,23.0,26.0
IND384355AAB,Vadnagar_BsstdDPP_D (Gujarat),1,2,0.0,1.0,IND384355AAB,321.0,9.0,9.0,IND384355AAB,195.0,8.0,8.0,516.0,17.0,17.0,1290.0,856.0,1073.0
IND385001AAA,Palanpur_DC (Gujarat),2,1,0.000409379344454079,0.6666666666666666,IND385001AAA,136.0,10.0,10.0,IND385001AAA,389.0,9.0,9.0,525.0,19.0,19.0,618.5,850.0,734.25
