source_center,source_name,destination_center,destination_name,median_delay_ratio,total_delay_minutes,sla_breach_count,total_trips
IND000000AAL,Pune_PC (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2.4699999999999998,715,14,14
IND000000AAS,Bongaigaon_Chpaguri_D (Assam),IND783370AAC,Kokrajhar_PigonDPP_D (Assam),1.7096774193548387,288,9,9
IND000000AAZ,Buldhana_Thsil3PL_D (Maharashtra),IND444203AAA,Shegaon_SChwkDPP_D (Maharashtra),5.8979591836734695,241,1,1
IND000000AAZ,Buldhana_Thsil3PL_D (Maharashtra),IND444303AAA,Khamgaon_WamanDPP_D (Maharashtra),3.902439024390244,120,1,1
IND000000ABA,Cochin_Chtrpuza_D (Kerala),IND683565AAA,Kunnathund_Pringla_D (Kerala),0.9565217391304348,9,1,5
IND000000ABD,Pallakad_ChndrNgr_D (Kerala),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),1.6994609164420484,3364,12,12
IND000000ABG,Hyderabad_Bownplly_C (Telangana),IND501359AAF,Hyderabad_Shamshbd_P (Telangana),7.275862068965517,1611,9,9
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND140406AAA,SirhindFatehgarh_DC (Punjab),1.7105263157894737,56,2,2
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND142001AAB,Moga_DPC (Punjab),1.717982456140351,340,8,8
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND142401AAA,Khanna_DC (Punjab),2.2432712215320914,250,5,6
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND143001AAA,Amritsar_DPC (Punjab),1.6875,78,1,1
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),1.57,519,14,14
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND144514AAA,Nawanshahr_DC (Punjab),1.7890625,858,10,12
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND147301AAA,Mandi_Gobindgarh_DC (Punjab),2.343045112781955,98,2,2
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND152026AAA,Muktsar_DPC (Punjab),1.5169491525423728,62,1,1
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2.047123015873016,4361,60,60
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND000000AEL,Delhi_PunjabiB_L (Delhi),1.796875,1273,17,17
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110024AAA,Delhi_Lajpat_IP (Delhi),2.045783926218709,398,6,6
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110030AAD,Delhi_Kishangarh_DPC (Delhi),1.613921568627451,960,21,22
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110037AAK,Delhi_Kapshera_L (Delhi),1.667140825035562,902,26,26
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110043AAA,Delhi_Nangli_IP (Delhi),2.06612685560054,533,10,10
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110043AAC,Delhi_Nangli_L (Delhi),1.8703703703703705,485,9,9
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110052AAA,Delhi_Wazirpur_L (Delhi),1.3260535557506585,46,2,2
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110064AAA,Delhi_Mayapuri_PC (Delhi),1.5173951828724355,1697,34,38
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110085AAB,Delhi_Rohini_DPC (Delhi),1.548733604703754,734,18,18
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110092AAC,Delhi_Patparganj_DPC (Delhi),1.635135135135135,198,5,5
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110095AAB,Delhi_Jhilmil_L (Delhi),1.8487012987012987,2369,14,26
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),1.8815847234416152,2902,38,38
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),1.7761194029850746,1449,23,23
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND122001AAA,GGN_DPC (Haryana),1.6,974,37,39
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND122015AAC,Unknown Destination,2.376190476190476,100,2,2
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND124103AAA,Jhajjar_DC (Haryana),1.7659574468085109,444,10,10
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND124112AAA,Meham_GModDPP_D (Haryana),2.0434782608695654,615,5,5
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND125001AAA,Hisar_ModelTwn_P (Haryana),2.074210239651416,2126,14,14
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND125005AAA,Hisar_IndstlAr_I (Haryana),1.937956204379562,535,4,4
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND125033AAA,Hansi_DelRdDPP_D (Haryana),2.2670324328078335,306,2,2
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND127021AAA,Bhiwani_DC (Haryana),1.6666666666666667,69,1,1
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND131028AAB,Sonipat_Kundli_H (Haryana),2.061224489795918,8666,73,73
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2.0849056603773586,10698,40,41
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),1.5769230769230769,440,7,9
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),1.4074074074074074,462,7,9
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND201301AAM,Noida_Sector63_L (Uttar Pradesh),2.4390243902439024,3591,27,27
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),2.2639751552795033,4260,10,10
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND282002AAD,Unknown Destination,2.058394160583941,480,3,3
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND301001AAB,Alwar_Central_I_1 (Rajasthan),1.6956521739130435,518,6,6
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND301705AAA,Neemrana_Rcocmplx_D (Rajasthan),3.684210526315789,154,1,1
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND302014AAA,Jaipur_Hub (Rajasthan),1.8941176470588235,3643,24,24
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND302022AAD,Jaipur_RIICO_L (Rajasthan),1.6803405572755419,1757,14,14
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND328001AAA,Dholpur_GtRoad_D (Rajasthan),1.809045226130653,815,5,5
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),1.800947867298578,6925,13,13
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),1.7900831059290496,4669,8,8
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND411033AAA,Pune_Tathawde_H (Maharashtra),1.7401185770750989,11563,15,15
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),1.9305032309438874,24006,26,26
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),1.8422275617967827,5960,12,12
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND474003AAA,Gwalior_HrihrNgr_I (Madhya Pradesh),4.457591257847012,1763,2,2
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),1.916023993144816,24014,21,21
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),2.0311769290724864,6489,5,5
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),1.9000326523814324,60849,44,44
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),1.8852016533355513,15804,10,10
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2.0930162605170235,40698,34,34
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND751002AAB,Bhubaneshwar_Hub (Orissa),2.038560411311054,16286,13,13
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND821115AAB,Sasaram_Central_I_2 (Bihar),2.0710568244700136,9717,14,14
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND834002AAB,Ranchi_Hub (Jharkhand),1.887323943661972,7054,9,9
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),2.0486833924587646,9355,12,12
IND000000ACK,Hyderabad_Chikdply_C (Telangana),IND501359AAF,Hyderabad_Shamshbd_P (Telangana),2.9555335968379444,1043,22,22
IND000000ACN,Hyderabad_Mhdiptnm_C (Telangana),IND501359AAF,Hyderabad_Shamshbd_P (Telangana),1.8333333333333333,271,11,11
IND000000ACT,Delhi_Gateway_HB (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.2444444444444445,1845,42,71
IND000000ACT,Delhi_Gateway_HB (Delhi),IND131028AAB,Sonipat_Kundli_H (Haryana),1.6052631578947367,1217,30,32
IND000000ACT,Delhi_Gateway_HB (Delhi),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2.044973544973545,2879,14,14
IND000000ADV,Chennai_Mdhavram_C (Tamil Nadu),IND600044AAC,Chennai_Chrompet_PC (Tamil Nadu),2.0,429,11,11
IND000000AEL,Delhi_PunjabiB_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.8,1069,15,15
IND000000AEM,Gurgaon_Bilaspur_RP (Haryana),IND110037AAB,Del_B_RPC (Delhi),1.9,619,11,11
IND000000AEM,Gurgaon_Bilaspur_RP (Haryana),IND110064AAB,KN_RPC (Delhi),1.9310344827586208,575,11,11
IND000000AET,Barpeta_ShivBari_D (Assam),IND000000AAS,Bongaigaon_Chpaguri_D (Assam),2.4158823529411766,541,8,8
IND000000AFF,Darjeeling_Hillcard_DC (West Bengal),IND734203AAA,Kurseong_ABPath_D (West Bengal),4.6,205,3,3
IND000000AFG,Tirur_PmthuKlm_D (Kerala),IND673027AAB,Kozhikode_Feroke_H (Kerala),1.7872340425531914,38,1,1
IND000000AFJ,Trivandrum_Pettah_D (Kerala),IND695121AAA,Neyatinkra_Arlumodu_D (Kerala),1.0357142857142858,21,0,13
IND000000AFJ,Trivandrum_Pettah_D (Kerala),IND695572AAB,Kallikkad_Mutyvila_D (Kerala),2.142857142857143,33,1,1
IND000000AFR,Cochin_PanditRd_D (Kerala),IND683511AAA,Aluva_Peedika_H (Kerala),2.106060606060606,287,6,6
IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),1.8278388278388278,97,6,6
IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND400701AAA,Mumbai_Ghansoli_DC (Maharashtra),2.8,37,1,1
IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND400706AAA,Mumbai_Nerul_D (Maharashtra),4.947368421052632,76,1,1
IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND410206AAA,Jasai_JNPT_D (Maharashtra),2.875,31,1,1
IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND410206AAB,Mumbai_Panvel_D (Maharashtra),2.9444444444444446,36,1,1
IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND410209AAA,Mumbai_Khandeshwar_Dc (Maharashtra),2.1009615384615383,391,22,22
IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND410210AAA,Mumbai_Kharghar_D (Maharashtra),3.375,299,9,9
IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2.136363636363636,393,9,9
IND110014AAA,Delhi_Bhogal (Delhi),IND110024AAA,Delhi_Lajpat_IP (Delhi),3.0,219,9,9
IND110020AAB,OK_RPC (Delhi),IND110037AAM,Delhi_Airport_H (Delhi),3.7690217391304346,657,4,4
IND110024AAA,Delhi_Lajpat_IP (Delhi),IND110014AAA,Delhi_Bhogal (Delhi),1.75,82,9,9
IND110030AAD,Delhi_Kishangarh_DPC (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),3.0416666666666665,979,7,7
IND110035AAC,Delhi_North_R_8 (Delhi),IND110037AAM,Delhi_Airport_H (Delhi),1.4323308270676693,19,2,2
IND110037AAK,Delhi_Kapshera_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2.1025641025641026,2622,34,34
IND110037AAM,Delhi_Airport_H (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.5060975609756098,297,12,12
IND110037AAM,Delhi_Airport_H (Delhi),IND110020AAB,OK_RPC (Delhi),3.7362637362637363,557,6,6
IND110037AAM,Delhi_Airport_H (Delhi),IND110024AAA,Delhi_Lajpat_IP (Delhi),2.6153846153846154,437,11,11
IND110037AAM,Delhi_Airport_H (Delhi),IND110035AAC,Delhi_North_R_8 (Delhi),2.136363636363636,1010,22,25
IND110037AAM,Delhi_Airport_H (Delhi),IND110064AAA,Delhi_Mayapuri_PC (Delhi),2.0588235294117645,19,1,1
IND110037AAM,Delhi_Airport_H (Delhi),IND110085AAB,Delhi_Rohini_DPC (Delhi),1.96,615,14,14
IND110037AAM,Delhi_Airport_H (Delhi),IND110092AAC,Delhi_Patparganj_DPC (Delhi),2.125,37,1,1
IND110037AAM,Delhi_Airport_H (Delhi),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),2.1379310344827585,1538,35,35
IND110037AAM,Delhi_Airport_H (Delhi),IND125001AAA,Hisar_ModelTwn_P (Haryana),3.985074626865672,401,1,1
IND110037AAM,Delhi_Airport_H (Delhi),IND131028AAB,Sonipat_Kundli_H (Haryana),2.1724137931034484,69,1,1
IND110037AAM,Delhi_Airport_H (Delhi),IND201001AAC,Ghaziabad_Central_L_8 (Uttar Pradesh),2.74468085106383,83,1,1
IND110037AAM,Delhi_Airport_H (Delhi),IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),2.4218253968253967,332,6,6
IND110037AAM,Delhi_Airport_H (Delhi),IND201301AAD,NOI_RPC (Delhi),4.447368421052632,337,3,3
IND110037AAM,Delhi_Airport_H (Delhi),IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),2.1,222,5,5
IND110037AAM,Delhi_Airport_H (Delhi),IND202001AAB,Aligarh_KhirByps_I (Uttar Pradesh),1.8581033470346449,2439,20,20
IND110037AAM,Delhi_Airport_H (Delhi),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),2.1339031843748617,7184,18,18
IND110037AAM,Delhi_Airport_H (Delhi),IND226004AAC,Lucknow_Pandriba_L (Uttar Pradesh),1.824468085106383,311,1,1
IND110037AAM,Delhi_Airport_H (Delhi),IND282001AAA,Agra_Idgah_P (Uttar Pradesh),2.8519736842105265,562,2,2
IND110037AAM,Delhi_Airport_H (Delhi),IND282001AAC,Agra_Idgah_L (Uttar Pradesh),2.0921052631578947,167,1,1
IND110037AAM,Delhi_Airport_H (Delhi),IND282002AAD,Unknown Destination,1.9539473684210529,146,1,1
IND110037AAM,Delhi_Airport_H (Delhi),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2.0130260521042085,14002,13,13
IND110037AAM,Delhi_Airport_H (Delhi),IND811399AAA,Noida_Sector02_C (Uttar Pradesh),1.8461538461538465,355,4,7
IND110039AAA,Delhi_Barwala (Delhi),IND110085AAB,Delhi_Rohini_DPC (Delhi),2.9411764705882355,88,3,3
IND110043AAA,Delhi_Nangli_IP (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),3.463414634146341,532,5,5
IND110043AAA,Delhi_Nangli_IP (Delhi),IND110078AAA,Janakpuri (Delhi),1.6220238095238095,436,21,22
IND110043AAC,Delhi_Nangli_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.5932203389830508,36,1,1
IND110044AAB,Del_Okhla_PC (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.6875,3277,59,59
IND110044AAB,Del_Okhla_PC (Delhi),IND110030AAD,Delhi_Kishangarh_DPC (Delhi),1.55,302,21,22
IND110044AAB,Del_Okhla_PC (Delhi),IND110037AAM,Delhi_Airport_H (Delhi),1.9545454545454544,70,3,3
IND110044AAB,Del_Okhla_PC (Delhi),IND131028AAB,Sonipat_Kundli_H (Haryana),1.7077441077441078,1225,28,28
IND110044AAB,Del_Okhla_PC (Delhi),IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),2.4166666666666665,450,11,11
IND110044AAB,Del_Okhla_PC (Delhi),IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),1.5263157894736843,140,6,7
IND110052AAA,Delhi_Wazirpur_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.636002886002886,569,10,10
IND110064AAA,Delhi_Mayapuri_PC (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),4.41701607267645,7801,24,26
IND110064AAA,Delhi_Mayapuri_PC (Delhi),IND110005AAA,Delhi_Todapur_DC (Delhi),2.446428571428571,39,2,2
IND110064AAA,Delhi_Mayapuri_PC (Delhi),IND110046AAA,Delhi_Lajwanti (Delhi),2.8125,30,1,1
IND110078AAA,Janakpuri (Delhi),IND110043AAA,Delhi_Nangli_IP (Delhi),2.6136363636363633,323,8,8
IND110083AAA,Delhi_Mangol_DC (Delhi),IND110085AAB,Delhi_Rohini_DPC (Delhi),2.7777777777777777,33,1,1
IND110085AAB,Delhi_Rohini_DPC (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2.65625,1064,7,7
IND110085AAB,Delhi_Rohini_DPC (Delhi),IND110039AAA,Delhi_Barwala (Delhi),1.6385964912280704,51,2,4
IND110085AAB,Delhi_Rohini_DPC (Delhi),IND110083AAA,Delhi_Mangol_DC (Delhi),3.733333333333333,119,3,3
IND110085AAB,Delhi_Rohini_DPC (Delhi),IND110085AAA,North Delhi (Delhi),1.9285714285714288,14,1,1
IND110085AAB,Delhi_Rohini_DPC (Delhi),IND110087AAA,Delhi_Paschim_DC (Delhi),1.8571428571428568,45,2,3
IND110092AAC,Delhi_Patparganj_DPC (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2.1626928471248243,477,6,6
IND110092AAC,Delhi_Patparganj_DPC (Delhi),IND110093AAA,Delhi_Shahdara (Delhi),3.0588235294117645,36,1,1
IND110093AAA,Delhi_Shahdara (Delhi),IND110092AAC,Delhi_Patparganj_DPC (Delhi),3.0526315789473686,40,1,1
IND110095AAB,Delhi_Jhilmil_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.5,37,1,1
IND121001AAA,Faridabad (Haryana),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),1.6794871794871795,313,21,22
IND121002AAB,Faridabad_Mthurard_L (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2.2537313432835817,2738,24,24
IND121004AAA,Faridabad_Blbgarh_DC (Haryana),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),2.125,259,9,9
IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.8333333333333333,1281,21,21
IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND110037AAM,Delhi_Airport_H (Delhi),2.4642857142857144,1183,26,26
IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND121001AAA,Faridabad (Haryana),1.6666666666666667,180,18,19
IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND121004AAA,Faridabad_Blbgarh_DC (Haryana),1.5714285714285714,162,14,14
IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND121004AAC,Faridabad_MohnVRTL_D (Haryana),1.7142857142857142,155,9,9
IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND121102AAA,Palwal (Haryana),1.8727272727272728,891,28,28
IND121004AAC,Faridabad_MohnVRTL_D (Haryana),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),7.909090909090909,217,3,3
IND121102AAA,Palwal (Haryana),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),4.064516129032258,1067,11,11
IND122001AAA,GGN_DPC (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.4857142857142858,299,8,13
IND122001AAA,GGN_DPC (Haryana),IND110037AAM,Delhi_Airport_H (Delhi),3.625,43,1,1
IND122001AAA,GGN_DPC (Haryana),IND122001AAD,Gurgaon_Kadipur (Haryana),2.9285714285714284,81,3,3
IND122001AAA,GGN_DPC (Haryana),IND122101AAC,Gurgaon_SohnaRd_D (Haryana),1.2941176470588236,6,1,1
IND122001AAD,Gurgaon_Kadipur (Haryana),IND122050AAA,Gurgaon_Manesar (Haryana),2.0151515151515156,196,6,8
IND122001AAJ,Mahbubabad_Yellanda_D (Telangana),IND507123AAA,Yellandu_Sudimala_D (Telangana),0.7627118644067796,-106,0,9
IND122002AAD,Gurgaon_Central_D_15 (Haryana),IND122503AAA,Pataudi_DC (Haryana),2.1858974358974357,57,2,2
IND122004AAA,Gurgaon_Begumpur_CP (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.5714285714285714,21,1,1
IND122004AAA,Gurgaon_Begumpur_CP (Haryana),IND122413AAE,Gurgaon_Bilaspur_P (Haryana),1.75,1055,32,32
IND122503AAA,Pataudi_DC (Haryana),IND122001AAA,GGN_DPC (Haryana),4.431878306878307,190,2,2
IND123001AAA,Narnaul_DC (Haryana),IND123401AAB,Rewari_YuktiDPP_D (Haryana),1.9007936507936507,337,10,10
IND123401AAB,Rewari_YuktiDPP_D (Haryana),IND123106AAB,Dharuhera_Central_DPP_2 (Haryana),1.9215686274509804,467,10,10
IND124001AAB,Rohtak (Haryana),IND126102AAA,Jind_DC (Haryana),2.2303030303030305,111,2,2
IND124103AAA,Jhajjar_DC (Haryana),IND127021AAA,Bhiwani_DC (Haryana),1.8867924528301883,300,6,6
IND124112AAA,Meham_GModDPP_D (Haryana),IND125005AAA,Hisar_IndstlAr_I (Haryana),2.398011100832562,132,2,2
IND124112AAA,Meham_GModDPP_D (Haryana),IND125033AAA,Hansi_DelRdDPP_D (Haryana),1.7419354838709675,67,3,3
IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.95,531,7,7
IND124507AAA,Bahadurgarh_DC (Haryana),IND131028AAB,Sonipat_Kundli_H (Haryana),2.2127659574468086,614,9,9
IND124507AAA,Bahadurgarh_DC (Haryana),IND131028AAE,Sonipat_Central_D_2 (Haryana),2.9130434782608696,89,1,1
IND125001AAA,Hisar_ModelTwn_P (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.9889705882352942,858,6,6
IND125001AAA,Hisar_ModelTwn_P (Haryana),IND110037AAM,Delhi_Airport_H (Delhi),3.5188805346700085,2087,6,6
IND125001AAA,Hisar_ModelTwn_P (Haryana),IND125047AAB,Hisar_AgrohDPP_D (Haryana),1.9864864864864864,216,6,6
IND125001AAA,Hisar_ModelTwn_P (Haryana),IND125051AAA,Ratia_SchdvDPP_D (Haryana),3.296875,148,1,1
IND125001AAA,Hisar_ModelTwn_P (Haryana),IND335513AAA,Hanumangarh_DC (Rajasthan),1.7350993377483444,566,5,5
IND125001AAA,Hisar_ModelTwn_P (Haryana),IND335523AAB,Nohar_Central_DPP_2 (Rajasthan),3.062394957983193,495,2,2
IND125001AAA,Hisar_ModelTwn_P (Haryana),IND335524AAA,Rawatsar_ShivmDPP_D (Rajasthan),1.8791894852135815,600,4,4
IND125005AAA,Hisar_IndstlAr_I (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.9130434782608696,634,5,5
IND125005AAA,Hisar_IndstlAr_I (Haryana),IND125047AAB,Hisar_AgrohDPP_D (Haryana),2.111111111111111,119,3,3
IND125005AAA,Hisar_IndstlAr_I (Haryana),IND335513AAA,Hanumangarh_DC (Rajasthan),1.7615894039735098,348,3,3
IND125005AAA,Hisar_IndstlAr_I (Haryana),IND335523AAB,Nohar_Central_DPP_2 (Rajasthan),2.583333333333333,191,1,1
IND125005AAA,Hisar_IndstlAr_I (Haryana),IND335524AAA,Rawatsar_ShivmDPP_D (Rajasthan),1.671775860839809,227,2,2
IND125033AAA,Hansi_DelRdDPP_D (Haryana),IND125001AAA,Hisar_ModelTwn_P (Haryana),1.8888888888888888,52,3,3
IND125033AAA,Hansi_DelRdDPP_D (Haryana),IND125005AAA,Hisar_IndstlAr_I (Haryana),1.9502923976608186,37,2,2
IND125047AAB,Hisar_AgrohDPP_D (Haryana),IND125050AAA,Fatehabad_SirsaDPP_D (Haryana),2.638888888888889,60,1,1
IND125047AAB,Hisar_AgrohDPP_D (Haryana),IND125051AAA,Ratia_SchdvDPP_D (Haryana),2.1465517241379315,536,8,8
IND125050AAA,Fatehabad_SirsaDPP_D (Haryana),IND125051AAA,Ratia_SchdvDPP_D (Haryana),1.6422924901185771,31,2,2
IND125051AAA,Ratia_SchdvDPP_D (Haryana),IND125111AAA,Fatehabad_BhunaDPP_D (Haryana),1.0161290322580645,4,0,4
IND125104AAA,Sirsa_AnprnDPP_D (Haryana),IND125005AAA,Hisar_IndstlAr_I (Haryana),2.5636363636363635,173,1,1
IND125111AAA,Fatehabad_BhunaDPP_D (Haryana),IND125121AAA,Barwala_Central_DPP_1 (Haryana),3.194128787878788,144,2,2
IND125121AAA,Barwala_Central_DPP_1 (Haryana),IND125001AAA,Hisar_ModelTwn_P (Haryana),3.774193548387097,209,3,3
IND126102AAA,Jind_DC (Haryana),IND131301AAA,Gohana_DvlalDPP_D (Haryana),2.0972222222222223,81,2,2
IND126112AAA,Safidon_HatRDDPP_D (Haryana),IND131028AAB,Sonipat_Kundli_H (Haryana),2.3446637426900585,1536,13,14
IND127021AAA,Bhiwani_DC (Haryana),IND127201AAA,Loharu_BstndDPP_D (Haryana),2.051282051282051,118,3,3
IND127201AAA,Loharu_BstndDPP_D (Haryana),IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),2.4934362934362935,110,2,2
IND131021AAA,Sonipat_AmzonDev_V (Haryana),IND131028AAA,Sonipat_Kundli_P (Haryana),1.5608974358974357,343,35,42
IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.6042667581789063,5504,72,74
IND131028AAB,Sonipat_Kundli_H (Haryana),IND110037AAM,Delhi_Airport_H (Delhi),2.2269774011299432,454,6,6
IND131028AAB,Sonipat_Kundli_H (Haryana),IND124001AAB,Rohtak (Haryana),1.719298245614035,117,3,3
IND131028AAB,Sonipat_Kundli_H (Haryana),IND124507AAA,Bahadurgarh_DC (Haryana),1.8953488372093021,485,10,10
IND131028AAB,Sonipat_Kundli_H (Haryana),IND132103AAA,Panipat (Haryana),5.216751035434883,420,2,2
