source_center,source_name,destination_center,destination_name,median_delay_ratio,total_delay_minutes,sla_breach_count,total_trips
IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND303008AAB,Dudu_NrainaRD_D (Rajasthan),1.8867924528301887,238,5,5
IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND303301AAB,Bassi_DmodrNGR_D (Rajasthan),1.272727272727273,90,4,8
IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND303303AAA,Dausa_IndraCln_D (Rajasthan),1.2280701754385963,14,1,1
IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND303603AAB,Renwal_ChomuRD_D (Rajasthan),1.6712328767123288,50,1,1
IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND303901AAA,Chaksu_TonkRoad_D (Rajasthan),2.9727272727272727,315,6,6
IND302020AAA,Jaipur_VarunCly_DC (Rajasthan),IND302014AAB,Jaipur_Central_I_7 (Rajasthan),2.6,433,13,13
IND302022AAD,Jaipur_RIICO_L (Rajasthan),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.8975903614457832,1039,7,7
IND302026AAA,Jaipur_Bhankrot_DC (Rajasthan),IND302014AAB,Jaipur_Central_I_7 (Rajasthan),14.148606811145513,482,2,2
IND303002AAA,Achrol_BgwriDPP_D (Rajasthan),IND302014AAA,Jaipur_Hub (Rajasthan),1.6666666666666667,248,7,7
IND303008AAB,Dudu_NrainaRD_D (Rajasthan),IND303338AAB,Phulera_NarenaRD_D (Rajasthan),1.4838709677419355,62,4,5
IND303106AAA,Paota_SmClyDPP_D (Rajasthan),IND302014AAA,Jaipur_Hub (Rajasthan),2.0491803278688523,65,1,1
IND303106AAA,Paota_SmClyDPP_D (Rajasthan),IND303002AAA,Achrol_BgwriDPP_D (Rajasthan),1.4350490196078431,65,6,6
IND303108AAB,Kotputli_LXngrDPP_D (Rajasthan),IND303106AAA,Paota_SmClyDPP_D (Rajasthan),1.4919354838709677,120,6,6
IND303301AAB,Bassi_DmodrNGR_D (Rajasthan),IND303303AAA,Dausa_IndraCln_D (Rajasthan),1.3971861471861473,125,10,10
IND303303AAA,Dausa_IndraCln_D (Rajasthan),IND322230AAA,Hindaun_MndwrRod_D (Rajasthan),1.3333333333333333,421,11,13
IND303338AAB,Phulera_NarenaRD_D (Rajasthan),IND303603AAB,Renwal_ChomuRD_D (Rajasthan),0.9310344827586208,6,2,5
IND303503AAA,Lalsot_NWclyDPP_D (Rajasthan),IND302014AAB,Jaipur_Central_I_7 (Rajasthan),1.6956719128329296,359,8,8
IND303603AAB,Renwal_ChomuRD_D (Rajasthan),IND302014AAB,Jaipur_Central_I_7 (Rajasthan),2.44,561,5,5
IND303603AAB,Renwal_ChomuRD_D (Rajasthan),IND303338AAB,Phulera_NarenaRD_D (Rajasthan),0.8620689655172413,-7,0,1
IND303702AAB,Chomu_ShsmlDPP_D (Rajasthan),IND332001AAB,Sikar_FatehpRd_I (Rajasthan),1.6507936507936507,121,3,3
IND303702AAB,Chomu_ShsmlDPP_D (Rajasthan),IND332404AAA,Reengus_Shop2DPP_D (Rajasthan),1.48,64,5,5
IND303901AAA,Chaksu_TonkRoad_D (Rajasthan),IND304001AAA,Tonk_DC (Rajasthan),1.883720930232558,78,2,2
IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),IND305802AAA,Kishangarh_Central_D_2 (Rajasthan),2.1153846153846154,252,6,6
IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),IND305901AAA,Beawar_DC (Rajasthan),1.775252525252525,667,12,12
IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),IND306401AAB,Pali_Nayagaon_I (Rajasthan),1.9878032786885242,1600,12,12
IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),IND342602AAC,Bilara_Central_DPP_2 (Rajasthan),2.020618556701031,100,1,1
IND305404AAA,Kekri_LxmntDPP_D (Rajasthan),IND305601AAC,Nasirabad_Central_DPP_2 (Rajasthan),1.4285714285714286,280,9,9
IND305601AAC,Nasirabad_Central_DPP_2 (Rajasthan),IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),1.9142857142857144,470,13,13
IND305624AAA,Bijainagar_Central_DPP_1 (Rajasthan),IND305404AAA,Kekri_LxmntDPP_D (Rajasthan),1.8541666666666667,261,4,4
IND305802AAA,Kishangarh_Central_D_2 (Rajasthan),IND341512AAA,Parbatsar_AjmhwDPP_D (Rajasthan),2.0294117647058822,172,4,4
IND305901AAA,Beawar_DC (Rajasthan),IND342602AAC,Bilara_Central_DPP_2 (Rajasthan),1.833682739343117,184,4,4
IND306116AAA,Falna_SbhRDDPP_D (Rajasthan),IND306001AAA,MarwarJn_SndbrDPP_D (Rajasthan),2.314081325301205,215,2,2
IND306304AAB,Raipur_BypRDDPP_D (Rajasthan),IND311302AAA,Badnaur_BhmrdDPP_D (Rajasthan),1.872340425531915,42,1,1
IND306401AAB,Pali_Nayagaon_I (Rajasthan),IND302014AAA,Jaipur_Hub (Rajasthan),1.9954128440366967,2472,11,11
IND306401AAB,Pali_Nayagaon_I (Rajasthan),IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),2.912,3699,15,15
IND306401AAB,Pali_Nayagaon_I (Rajasthan),IND342005AAD,Jodhpur_Basni_I (Rajasthan),1.660377358490566,773,15,15
IND306401AAB,Pali_Nayagaon_I (Rajasthan),IND343001AAA,Jalore_RoopNgr_D (Rajasthan),2.011363636363636,238,3,3
IND307001AAA,Sirohi_Ricco_D (Rajasthan),IND306902AAA,Sumerpur_BazarDPP_D (Rajasthan),1.2592592592592593,8,1,1
IND311001AAA,Bhilwara_DC (Rajasthan),IND313324AAA,Rajsamand_kankroli_D (Rajasthan),1.818181818181818,284,5,5
IND311301AAA,Asind_BsStdDPP_D (Rajasthan),IND305624AAA,Bijainagar_Central_DPP_1 (Rajasthan),4.027777777777778,376,3,3
IND311302AAA,Badnaur_BhmrdDPP_D (Rajasthan),IND305624AAA,Bijainagar_Central_DPP_1 (Rajasthan),6.882352941176471,597,3,3
IND312001AAA,Chittaurgarh_DC (Rajasthan),IND311001AAA,Bhilwara_DC (Rajasthan),1.5319148936170213,351,13,13
IND312001AAA,Chittaurgarh_DC (Rajasthan),IND312601AAA,Nimbahera_MsjidDPP_D (Rajasthan),1.33106960950764,61,2,4
IND312403AAA,BariSadri_BhmprDPP_D (Rajasthan),IND312001AAA,Chittaurgarh_DC (Rajasthan),1.542857142857143,129,3,3
IND312601AAA,Nimbahera_MsjidDPP_D (Rajasthan),IND458664AAA,Neemuch_KarjuDPP_D (Madhya Pradesh),1.2288037166085946,60,3,4
IND312605AAB,Pratapgarh_Nimachrd_D (Rajasthan),IND313001AAB,Udaipur_Mangri_I (Rajasthan),2.231884057971014,951,5,5
IND312605AAB,Pratapgarh_Nimachrd_D (Rajasthan),IND458001AAB,Mandsaur_YashDPP_D (Madhya Pradesh),1.7647058823529411,215,7,7
IND313001AAB,Udaipur_Mangri_I (Rajasthan),IND306401AAB,Pali_Nayagaon_I (Rajasthan),2.034965034965035,1653,11,11
IND313001AAB,Udaipur_Mangri_I (Rajasthan),IND311001AAA,Bhilwara_DC (Rajasthan),2.621621621621621,181,1,1
IND313001AAB,Udaipur_Mangri_I (Rajasthan),IND312001AAA,Chittaurgarh_DC (Rajasthan),2.05,1080,13,13
IND313001AAB,Udaipur_Mangri_I (Rajasthan),IND327001AAB,Banswara_KhandDPP_D (Rajasthan),3.3552631578947367,1273,4,4
IND313001AAB,Udaipur_Mangri_I (Rajasthan),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),2.130208333333333,1679,7,7
IND313324AAA,Rajsamand_kankroli_D (Rajasthan),IND313001AAB,Udaipur_Mangri_I (Rajasthan),1.7616921768707483,620,14,14
IND321001AAA,Bharatpur_DC (Rajasthan),IND301001AAB,Alwar_Central_I_1 (Rajasthan),6.301073006522197,1035,2,2
IND321001AAA,Bharatpur_DC (Rajasthan),IND321401AAB,Bayana_LalBagh_D (Rajasthan),1.2290209790209792,59,4,6
IND321001AAB,Bharatpur_NraynDPP_D (Rajasthan),IND321001AAA,Bharatpur_DC (Rajasthan),1.2666666666666666,45,3,3
IND321001AAB,Bharatpur_NraynDPP_D (Rajasthan),IND321401AAB,Bayana_LalBagh_D (Rajasthan),1.893939393939394,60,1,1
IND321022AAA,Kaman_BsstdDPP_D (Rajasthan),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),3.142857142857143,1193,7,7
IND321408AAB,Weir_BsstdDPP_D (Rajasthan),IND321606AAA,Kherli_GodamDPP_D (Rajasthan),1.9090909090909087,90,3,3
IND321606AAA,Kherli_GodamDPP_D (Rajasthan),IND301001AAB,Alwar_Central_I_1 (Rajasthan),7.585714285714285,1808,4,4
IND321606AAA,Kherli_GodamDPP_D (Rajasthan),IND321001AAA,Bharatpur_DC (Rajasthan),1.8514285714285714,86,2,2
IND322201AAA,Gangapur_Ward6DPP_D (Rajasthan),IND302014AAB,Jaipur_Central_I_7 (Rajasthan),1.9222222222222225,84,1,1
IND322201AAA,Gangapur_Ward6DPP_D (Rajasthan),IND303503AAA,Lalsot_NWclyDPP_D (Rajasthan),1.7096774193548387,223,9,9
IND322230AAA,Hindaun_MndwrRod_D (Rajasthan),IND322241AAA,Karauli_HnsChowk_D (Rajasthan),1.5517241379310345,263,13,13
IND322241AAA,Karauli_HnsChowk_D (Rajasthan),IND322201AAA,Gangapur_Ward6DPP_D (Rajasthan),2.240802675585284,350,12,12
IND327001AAB,Banswara_KhandDPP_D (Rajasthan),IND312605AAB,Pratapgarh_Nimachrd_D (Rajasthan),1.40625,27,1,1
IND328001AAA,Dholpur_GtRoad_D (Rajasthan),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.5326633165829149,107,1,1
IND328001AAA,Dholpur_GtRoad_D (Rajasthan),IND282002AAD,Unknown Destination,2.656716417910448,112,1,1
IND328001AAA,Dholpur_GtRoad_D (Rajasthan),IND474003AAA,Gwalior_HrihrNgr_I (Madhya Pradesh),1.5553672316384182,111,5,6
IND331022A1B,Unknown Source,IND331001A1C,Unknown Destination,2.56,79,1,1
IND331304AAA,Taranagar_RajRdDPP_D (Rajasthan),IND332001AAB,Sikar_FatehpRd_I (Rajasthan),4.066023166023166,665,2,2
IND331507AAA,Sujangarh_JngidDPP_D (Rajasthan),IND302014AAA,Jaipur_Hub (Rajasthan),2.386904761904762,694,3,3
IND331701AAA,Sidhmukh_MnbzrDPP_D (Rajasthan),IND125001AAA,Hisar_ModelTwn_P (Haryana),5.4,287,1,1
IND332001AAB,Sikar_FatehpRd_I (Rajasthan),IND333001AAA,Jhunjhunu_DC (Rajasthan),1.1551724137931034,10,0,1
IND332001AAB,Sikar_FatehpRd_I (Rajasthan),IND333028AAA,Sultana_Central_DPP_1 (Rajasthan),1.4375,84,2,2
IND332001AAB,Sikar_FatehpRd_I (Rajasthan),IND333031AAA,Pilani (Rajasthan),2.24384156266956,240,2,2
IND332001AAB,Sikar_FatehpRd_I (Rajasthan),IND333042AAA,Nawalgarh_NavldiDPP_D (Rajasthan),1.3333333333333333,362,9,11
IND332001AAB,Sikar_FatehpRd_I (Rajasthan),IND334001AAB,Bikaner_DC (Rajasthan),1.6428571428571428,779,7,7
IND332001AAB,Sikar_FatehpRd_I (Rajasthan),IND334001AAC,Bikaner_ITICollg_L (Rajasthan),1.603225806451613,189,2,2
IND332404AAA,Reengus_Shop2DPP_D (Rajasthan),IND332001AAB,Sikar_FatehpRd_I (Rajasthan),1.368421052631579,134,7,7
IND332713AAA,NeemKaThana_War5DPP_D (Rajasthan),IND332709AAA,Khandela_PlsrdDPP_D (Rajasthan),3.84352773826458,215,2,2
IND332713AAA,NeemKaThana_War5DPP_D (Rajasthan),IND332715AAB,Shrimadhopur_RLSTNDPP_D (Rajasthan),2.02,52,1,1
IND333001AAA,Jhunjhunu_DC (Rajasthan),IND333028AAA,Sultana_Central_DPP_1 (Rajasthan),1.3863636363636365,18,1,1
IND333028AAA,Sultana_Central_DPP_1 (Rajasthan),IND333502AAA,Buhana_CourtDPP_D (Rajasthan),1.125,7,0,1
IND333031AAA,Pilani (Rajasthan),IND331023AAA,Rajgarh_SadulDPP_D (Rajasthan),2.8793103448275863,111,2,2
IND333042AAA,Nawalgarh_NavldiDPP_D (Rajasthan),IND333031AAA,Pilani (Rajasthan),1.5867283401529977,383,8,8
IND333504AAA,Khetri_NagarDPP_D (Rajasthan),IND332713AAA,NeemKaThana_War5DPP_D (Rajasthan),1.875,36,1,1
IND334001AAB,Bikaner_DC (Rajasthan),IND334803AAA,Nokha_DeVDPP_D (Rajasthan),1.86,87,2,2
IND334001AAC,Bikaner_ITICollg_L (Rajasthan),IND334803AAA,Nokha_DeVDPP_D (Rajasthan),1.5869565217391304,90,3,3
IND334001AAC,Bikaner_ITICollg_L (Rajasthan),IND341001AAC,Nagaur_KisanCo_D (Rajasthan),1.6,52,1,1
IND334803AAA,Nokha_DeVDPP_D (Rajasthan),IND341001AAC,Nagaur_KisanCo_D (Rajasthan),1.9268292682926829,105,3,3
IND335001AAA,Ganga Nagar_DC (Rajasthan),IND125104AAA,Sirsa_AnprnDPP_D (Haryana),1.8023973585989088,406,6,6
IND335051AAA,RaisingNgr_BisnolDPP_D (Rajasthan),IND335513AAA,Hanumangarh_DC (Rajasthan),2.0980392156862746,502,5,5
IND335501AAA,Bhadra_GMndiDPP_D (Rajasthan),IND331701AAA,Sidhmukh_MnbzrDPP_D (Rajasthan),1.6363636363636365,15,1,1
IND335513AAA,Hanumangarh_DC (Rajasthan),IND335001AAA,Ganga Nagar_DC (Rajasthan),1.7553846153846155,262,6,6
IND335513AAA,Hanumangarh_DC (Rajasthan),IND335803AAA,Pilibanga_BsstdDPP_D (Rajasthan),1.25,53,3,4
IND335513AAA,Hanumangarh_DC (Rajasthan),IND335804AAD,Suratgarh_Central_DPP_2 (Rajasthan),1.4727272727272729,27,1,1
IND335524AAA,Rawatsar_ShivmDPP_D (Rajasthan),IND335523AAB,Nohar_Central_DPP_2 (Rajasthan),1.125,7,0,1
IND335701AAA,Anupgarh_PrmNrDPP_D (Rajasthan),IND335051AAA,RaisingNgr_BisnolDPP_D (Rajasthan),1.7959183673469388,80,2,2
IND335703AAA,Srivijaynagar_BhwanDPP_D (Rajasthan),IND335701AAA,Anupgarh_PrmNrDPP_D (Rajasthan),1.2213203463203461,42,2,4
IND335803AAA,Pilibanga_BsstdDPP_D (Rajasthan),IND335804AAD,Suratgarh_Central_DPP_2 (Rajasthan),1.6330128205128207,34,2,2
IND335804AAD,Suratgarh_Central_DPP_2 (Rajasthan),IND335701AAA,Anupgarh_PrmNrDPP_D (Rajasthan),1.168452380952381,26,1,2
IND335804AAD,Suratgarh_Central_DPP_2 (Rajasthan),IND335703AAA,Srivijaynagar_BhwanDPP_D (Rajasthan),1.1282051282051282,31,2,4
IND341001AAC,Nagaur_KisanCo_D (Rajasthan),IND341030AAA,Tarnau_BsstdDPP_D (Rajasthan),1.45,19,1,1
IND341001AAC,Nagaur_KisanCo_D (Rajasthan),IND341303AAA,Didwana_KatlaDPP_D (Rajasthan),1.5497948016415868,351,4,4
IND341030AAA,Tarnau_BsstdDPP_D (Rajasthan),IND341303AAA,Didwana_KatlaDPP_D (Rajasthan),1.452852998065764,43,2,2
IND341303AAA,Didwana_KatlaDPP_D (Rajasthan),IND341306AAA,Sujangarh_LdnunDPP_D (Rajasthan),1.6076923076923078,163,8,8
IND341306AAA,Sujangarh_LdnunDPP_D (Rajasthan),IND302014AAA,Jaipur_Hub (Rajasthan),2.3391812865497075,679,3,3
IND341503AAB,Degana_BhukrdPP_D (Rajasthan),IND341510AAB,Merta_Central_DPP_1 (Rajasthan),2.3823529411764706,335,7,7
IND341505AAA,Makrana_Mwalibad_D (Rajasthan),IND341503AAB,Degana_BhukrdPP_D (Rajasthan),1.9785714285714286,427,6,6
IND341505AAA,Makrana_Mwalibad_D (Rajasthan),IND341510AAB,Merta_Central_DPP_1 (Rajasthan),2.0673076923076925,112,1,1
IND341510AAB,Merta_Central_DPP_1 (Rajasthan),IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),2.2946428571428577,625,8,8
IND341512AAA,Parbatsar_AjmhwDPP_D (Rajasthan),IND341505AAA,Makrana_Mwalibad_D (Rajasthan),1.75,67,3,3
IND342005AAD,Jodhpur_Basni_I (Rajasthan),IND342601AAA,Piparcity_BsstdDPP_D (Rajasthan),2.13,443,6,6
IND342005AAD,Jodhpur_Basni_I (Rajasthan),IND342902A1B,Unknown Destination,1.6631578947368422,64,1,1
IND342005AAD,Jodhpur_Basni_I (Rajasthan),IND342902AAA,Gotan_DKLogDPP_D (Rajasthan),2.1789473684210527,707,5,5
IND342005AAD,Jodhpur_Basni_I (Rajasthan),IND344022AAB,Balotra_BsnoiHPL_D (Rajasthan),1.868421052631579,197,3,3
IND342301AAA,Phalodi_PalikDPP_D (Rajasthan),IND342005AAD,Jodhpur_Basni_I (Rajasthan),5.58717902131783,5093,10,10
IND342601AAA,Piparcity_BsstdDPP_D (Rajasthan),IND342902A1B,Unknown Destination,1.9090909090909087,143,3,3
IND342601AAA,Piparcity_BsstdDPP_D (Rajasthan),IND342902AAA,Gotan_DKLogDPP_D (Rajasthan),1.8611111111111112,96,3,3
IND342602AAC,Bilara_Central_DPP_2 (Rajasthan),IND306304AAB,Raipur_BypRDDPP_D (Rajasthan),2.113636363636364,50,1,1
IND342602AAC,Bilara_Central_DPP_2 (Rajasthan),IND311302AAA,Badnaur_BhmrdDPP_D (Rajasthan),1.844155844155844,132,2,2
IND342902A1B,Unknown Source,IND302014AAA,Jaipur_Hub (Rajasthan),2.483899565316861,1640,6,6
IND342902AAA,Gotan_DKLogDPP_D (Rajasthan),IND302014AAA,Jaipur_Hub (Rajasthan),2.374331550802139,1408,5,5
IND343001AAA,Jalore_RoopNgr_D (Rajasthan),IND343029AAB,Bhinmal_RwStnDPP_D (Rajasthan),1.2954545454545456,41,1,2
IND343029AAB,Bhinmal_RwStnDPP_D (Rajasthan),IND307001AAA,Sirohi_Ricco_D (Rajasthan),1.380281690140845,56,2,2
IND344001AAA,Barmer_Nehru3PL_D (Rajasthan),IND342301AAA,Phalodi_PalikDPP_D (Rajasthan),1.6903553299492386,426,3,3
IND344001AAA,Barmer_Nehru3PL_D (Rajasthan),IND345001AAA,Jaisalmer_Gopa3PL_D (Rajasthan),0.7686227861485593,-241,0,6
IND344001AAA,Barmer_Nehru3PL_D (Rajasthan),IND345021AAA,Pokhran_SttinDPP_D (Rajasthan),1.738562091503268,114,1,1
IND344022AAB,Balotra_BsnoiHPL_D (Rajasthan),IND342301AAA,Phalodi_PalikDPP_D (Rajasthan),1.725,146,1,1
IND344022AAB,Balotra_BsnoiHPL_D (Rajasthan),IND344001AAA,Barmer_Nehru3PL_D (Rajasthan),1.4316770186335404,136,4,4
IND345001AAA,Jaisalmer_Gopa3PL_D (Rajasthan),IND342301AAA,Phalodi_PalikDPP_D (Rajasthan),1.7355371900826446,90,1,1
IND345001AAA,Jaisalmer_Gopa3PL_D (Rajasthan),IND345021AAA,Pokhran_SttinDPP_D (Rajasthan),1.3205128205128205,101,4,4
IND345021AAA,Pokhran_SttinDPP_D (Rajasthan),IND342301AAA,Phalodi_PalikDPP_D (Rajasthan),1.4500462534690102,125,4,6
IND360003AAA,Rajkot_Kothriya_DC (Gujarat),IND360311AAA,Gondal_DC (Gujarat),2.022792022792023,56,2,2
IND360311AAA,Gondal_DC (Gujarat),IND360050AAA,Jasdan_MotiDPP_D (Gujarat),1.3478260869565215,17,1,1
IND360370AAA,Jetpur_DC (Gujarat),IND360410AAA,Dhoraji_JmnvadRd_DC (Gujarat),2.2857142857142856,19,1,1
IND360410AAA,Dhoraji_JmnvadRd_DC (Gujarat),IND360490AAA,Upleta_AdrshSt_DC (Gujarat),2.857142857142857,27,1,1
IND360490AAA,Upleta_AdrshSt_DC (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),2.1052631578947367,305,7,7
IND360510AAB,Bhanvad_Mainroad_D (Gujarat),IND360530AAB,Jamjodhpur_Court_D (Gujarat),1.462962962962963,145,6,8
IND360530AAB,Jamjodhpur_Court_D (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),1.7887323943661972,893,11,11
IND360575AAA,Porbandar_DC (Gujarat),IND360510AAB,Bhanvad_Mainroad_D (Gujarat),1.6951219512195121,264,8,8
IND361001AAA,Jamnagar_Dc (Gujarat),IND361305AAC,Khambhalia_JdswarRD_D (Gujarat),1.625,266,9,9
IND361305AAC,Khambhalia_JdswarRD_D (Gujarat),IND361315AAA,Bhatiya_Kalyanpr_D (Gujarat),1.6723214285714287,187,8,8
IND361315AAA,Bhatiya_Kalyanpr_D (Gujarat),IND361335AAA,Dwarka_StnRoad_DC (Gujarat),1.5,148,9,9
IND361335AAA,Dwarka_StnRoad_DC (Gujarat),IND360002AAB,Rajkot_PedakRd_P (Gujarat),1.3297872340425532,63,1,1
IND362001AAA,Junagadh_DPC (Gujarat),IND360370AAA,Jetpur_DC (Gujarat),1.8958333333333333,181,8,8
IND362001AAA,Junagadh_DPC (Gujarat),IND360575AAA,Porbandar_DC (Gujarat),1.4047619047619049,254,7,7
IND362001AAA,Junagadh_DPC (Gujarat),IND362220AAA,Junagadh_keshod_DC (Gujarat),1.96,314,10,10
IND362001AAA,Junagadh_DPC (Gujarat),IND362265AAA,Veraval_DC (Gujarat),2.1052631578947367,64,1,1
IND362150AAA,Talala_SsnRdDPP_D (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),1.625,372,8,8
IND362220AAA,Junagadh_keshod_DC (Gujarat),IND362225AAA,Mangrol_JilRDDPP_D (Gujarat),1.851851851851852,121,5,5
IND362225AAA,Mangrol_JilRDDPP_D (Gujarat),IND362265AAA,Veraval_DC (Gujarat),1.6896551724137931,108,5,5
IND362265AAA,Veraval_DC (Gujarat),IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),2.305555555555556,557,11,11
IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),1.7806716023268114,399,8,8
IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),IND362560AAA,Una_Mamlatdr_DC (Gujarat),1.9642857142857144,353,12,12
IND363001AAA,Surendranagar_DC (Gujarat),IND363421AAB,Limbdi_Busstand_D (Gujarat),1.1176470588235294,62,2,9
IND363310AAB,Dhrangadhra_NvygRDPP_D (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),1.4,571,9,9
IND363330AAB,Halvad_CrossRD_D (Gujarat),IND363310AAB,Dhrangadhra_NvygRDPP_D (Gujarat),1.5135135135135136,163,6,7
IND363421AAB,Limbdi_Busstand_D (Gujarat),IND364710AAA,Botad_DC (Gujarat),1.85,344,9,9
IND363520AAC,Chotila_Central_D_2 (Gujarat),IND363001AAA,Surendranagar_DC (Gujarat),1.1718367346938776,96,2,8
IND363621AAB,Wankaner_JivanDPP_D (Gujarat),IND360002AAB,Rajkot_PedakRd_P (Gujarat),1.6857142857142857,50,2,2
IND363641AAA,Morbi_DC (Gujarat),IND360002AAB,Rajkot_PedakRd_P (Gujarat),1.7941176470588236,55,1,1
IND363641AAA,Morbi_DC (Gujarat),IND363621AAB,Wankaner_JivanDPP_D (Gujarat),1.4,40,2,3
IND364004AAB,Bhavnagar_ChtrGIDC_IP (Gujarat),IND365560AAA,Amreli_MrktYrd_DC (Gujarat),1.922077922077922,346,5,5
IND365560AAA,Amreli_MrktYrd_DC (Gujarat),IND365560AAB,Amreli_Rajula_DC (Gujarat),1.6842105263157894,236,5,5
IND365560AAB,Amreli_Rajula_DC (Gujarat),IND364290AAA,Bhavnagar_Mahuva_DC (Gujarat),2.4,352,7,7
IND370001AAA,Bhuj_DC (Gujarat),IND370110AAA,Anjar_DC (Gujarat),6.207435344827586,1031,4,4
IND370001AAA,Bhuj_DC (Gujarat),IND370201AAA,Gandhidham_Sector1A_IP (Gujarat),6.333333333333333,241,1,1
IND370001AAA,Bhuj_DC (Gujarat),IND370615AAB,Nakhatrana_ClgRDDPP_D (Gujarat),1.7333333333333334,195,6,6
IND370110AAA,Anjar_DC (Gujarat),IND370001AAA,Bhuj_DC (Gujarat),1.9671957671957672,327,10,10
IND370110AAA,Anjar_DC (Gujarat),IND370615AAB,Nakhatrana_ClgRDDPP_D (Gujarat),2.0675675675675675,80,1,1
IND370201AAA,Gandhidham_Sector1A_IP (Gujarat),IND363310AAB,Dhrangadhra_NvygRDPP_D (Gujarat),1.680232558139535,118,1,1
IND370201AAA,Gandhidham_Sector1A_IP (Gujarat),IND363330AAB,Halvad_CrossRD_D (Gujarat),1.2720588235294117,333,6,7
IND370615AAB,Nakhatrana_ClgRDDPP_D (Gujarat),IND370001AAA,Bhuj_DC (Gujarat),5.938775510204081,707,3,3
IND380005AAA,Amd_Chandkheda_Dc (Gujarat),IND382421AAA,Gandhinagar_DC (Gujarat),2.4545454545454546,152,5,5
IND380005AAA,Amd_Chandkheda_Dc (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),2.875,46,1,1
IND380005AAA,Amd_Chandkheda_Dc (Gujarat),IND382721AAA,Gandhinagar_Kalol_DC (Gujarat),3.0401002506265664,84,2,2
IND380006AAA,Ahmedabad_Paldi_D (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),2.363636363636364,156,9,9
IND380006AAB,Ahmedabad_Mithakal_D (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),3.3076923076923075,502,15,15
IND380021AAA,AMD_Rakhial (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),3.142857142857143,1334,21,21
IND380054AAA,AMD_Memnagar (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),2.3333333333333335,371,14,14
IND382421AAA,Gandhinagar_DC (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),3.136148648648649,857,10,10
IND382421AAA,Gandhinagar_DC (Gujarat),IND382721AAA,Gandhinagar_Kalol_DC (Gujarat),1.2222222222222223,41,5,9
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1.849445324881141,7435,11,11
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND313001AAB,Udaipur_Mangri_I (Rajasthan),1.9795918367346936,2215,11,11
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND364004AAB,Bhavnagar_ChtrGIDC_IP (Gujarat),1.621212121212121,954,11,11
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND370201AAA,Gandhidham_Sector1A_IP (Gujarat),1.4890965732087227,2274,12,12
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND380005AAA,Amd_Chandkheda_Dc (Gujarat),2.0,799,23,23
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND380015AAB,AMD_Satellite (Gujarat),2.1538461538461537,707,23,23
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND380054AAA,AMD_Memnagar (Gujarat),2.111111111111111,793,26,26
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND382345AAA,Amdavad_East (Gujarat),2.1180555555555554,863,24,24
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND384205AAA,Mehsana_Panchot_IP (Gujarat),1.3176470588235294,748,13,13
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND388320AAA,Anand_Vaghasi_IP (Gujarat),1.2307692307692308,249,7,9
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND389001AAA,Godhra_DC (Gujarat),1.6565656565656566,1003,15,15
